trade_id,year,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,emission/air,natural_resource/energy,natural_resource/in_ground,natural_resource/land,natural_resource/water,resources_Water_Consumption,resources_Water_Withdrawal,resources_Energy,resources_Land_Crops,resources_Land_Forest,resources_Land_Other,resources_Crops,resources_intensity
3089,2019,IN,IN,DISTR,DISTR,7615.56,1307316.526,253.0,253.0,15240.58,33108.253,860881.629,11757.748,386328.316,232525.063,153803.253,33108.253,8038.726,154861.322,3450.168,651200.523,171.663873
5155,2019,IN,IN,FORES,WOODW,7248.24,1273317.554,253.0,253.0,25424.017,36347.586,726766.931,110752.119,374026.901,215691.206,158335.696,36347.586,74636.962,93173.11,35319.177,611771.585,175.672653
7630,2019,IN,IN,MOTOR,GASDI,7531.42,1265646.723,253.0,253.0,10868.025,19621.19,864439.206,10259.052,360459.25,205203.507,155255.743,19621.19,6379.094,163550.237,3286.366,659710.117,168.048884
1386,2019,IN,IN,BUSIN,BUSIN,7764.77,1251601.191,253.0,253.0,29930.413,37952.118,798651.745,12071.708,372995.207,222023.928,150971.279,37952.118,8451.256,127685.668,3450.765,668395.107,161.189731
6316,2019,IN,IN,LANDT,LANDT,7126.53,1246306.934,253.0,253.0,19218.396,23366.26,843468.814,12648.498,347604.967,217518.919,130086.048,23366.26,8995.473,208098.371,3593.353,539521.264,174.882718
1416,2019,IN,IN,BUSIN,FINAN,8269.94,1237575.564,253.0,253.0,30058.152,36181.987,763802.577,12848.998,394683.849,228763.063,165920.785,36181.987,8297.673,109237.228,4169.488,612783.265,149.647466
7639,2019,IN,IN,MOTOR,LANDT,7592.34,1229041.313,253.0,253.0,26799.362,34548.909,774788.46,10251.685,382652.897,249088.825,133564.072,34548.909,6066.66,85420.754,3761.581,642850.788,161.879119
12408,2019,IN,IN,VEGET,BEVER,8621.91,1191554.036,253.0,253.0,28888.411,45662.864,713917.584,14506.956,388578.22,233483.636,155094.584,45662.864,9029.389,165050.718,4970.82,491109.706,138.200704
12787,2019,IN,IN,WHEAT,FOOD5,7677.57,1151693.811,253.0,253.0,41692.426,15711.443,691440.014,10002.63,392847.298,230436.603,162410.696,15711.443,6722.147,121896.353,2821.62,543748.038,150.007595
6380,2019,IN,IN,LANDT,TEXTI,7495.44,1150090.613,253.0,253.0,31284.417,29881.683,731905.441,12229.521,344789.55,206531.409,138258.141,29881.683,7218.299,78815.356,4804.705,598113.102,153.438706
10945,2019,IN,IN,RUBBE,CONST,6892.95,1121500.447,253.0,253.0,34089.663,32917.513,726566.304,10644.47,317282.496,194819.641,122462.855,32917.513,6845.5,95443.199,3398.797,577612.209,162.702536
11688,2019,IN,IN,SUPPO,LANDT,6772.41,1090368.721,253.0,253.0,16097.314,32631.114,701412.352,9522.111,330705.83,208788.301,121917.529,32631.114,5686.735,144801.706,3721.502,558378.242,161.001582
6245,2019,IN,IN,KEROS,AIRTR,6362.85,1089164.375,253.0,253.0,23837.328,38154.783,724116.003,10233.144,292823.117,179711.657,113111.459,38154.783,6381.223,112181.752,3810.093,547259.984,171.175554
12837,2019,IN,IN,WHEAT,WHEAT,6946.06,1047506.418,253.0,253.0,20634.567,33703.575,630717.629,11156.141,351294.506,203636.37,147658.136,33703.575,7112.864,113994.791,3882.037,477596.892,150.805841
8426,2019,IN,IN,OILSE,VEGE1,6522.35,1024617.113,253.0,253.0,28264.315,34252.197,614622.81,9480.249,337997.542,205464.129,132533.413,34252.197,5397.689,125203.666,3528.254,488104.441,157.093243
12486,2019,IN,IN,VEGET,VEGET,5388.97,1020827.433,253.0,253.0,19975.294,26867.621,688827.348,7877.139,277280.03,167436.25,109843.78,26867.621,5459.501,140492.638,1921.075,528464.972,189.429044
8762,2019,IN,IN,PFERT,PADDY,7363.25,995469.615,253.0,253.0,30349.387,37535.667,561275.152,12689.211,353620.197,204260.177,149360.021,37535.667,9087.485,52862.823,2978.159,473377.837,135.194325
5480,2019,IN,IN,GASDI,PADDY,5821.21,983108.429,253.0,253.0,22165.402,15004.863,674520.835,8863.413,262553.915,158584.959,103968.956,15004.863,5590.949,114742.661,3219.697,511964.465,168.883862
4990,2019,IN,IN,FOOD5,HOTEL,3967.49,954290.155,253.0,253.0,12151.564,16420.61,378801.622,5102.123,541814.236,333242.706,208571.53,16420.61,3564.811,24955.044,1426.357,407002.143,240.527425
2430,2019,IN,IN,COMPU,FINAN,6352.43,942189.127,253.0,253.0,23904.246,32222.804,581897.159,11453.602,292711.315,171360.601,121350.715,32222.804,7868.667,117780.089,3116.752,502236.718,148.319482
2850,2019,IN,IN,CRUDE,NAPHT,2641.02,937965.739,253.0,253.0,20024.158,28942.027,754235.649,5161.527,129602.378,79530.741,50071.637,28942.027,3456.838,117587.246,1495.278,544047.328,355.152835
10545,2019,IN,IN,RENTI,LANDT,6055.11,936684.052,253.0,253.0,20912.252,28095.54,569690.126,10947.82,307038.314,176488.941,130549.373,28095.54,7025.798,99258.214,3713.877,447205.133,154.693152
7857,2019,IN,IN,NATUR,NATUR,6073.16,921575.974,253.0,253.0,5537.7,17033.176,600805.801,8366.642,289832.654,167696.073,122136.581,17033.176,5230.316,105979.037,2910.033,374129.481,151.74571
2845,2019,IN,IN,CRUDE,KEROS,2833.04,917466.954,253.0,253.0,26983.762,23723.722,728390.29,5073.197,133295.983,81715.338,51580.645,23723.722,3566.292,52255.986,1288.322,604088.819,323.845394
759,2019,IN,IN,BASIC,RADIO,2995.43,908173.774,253.0,253.0,10739.9,21675.903,728795.594,4171.949,142790.427,88641.642,54148.785,21675.903,2669.099,147073.626,1485.667,480315.865,303.186445
5088,2019,IN,IN,FORES,FORES,5540.83,870990.427,253.0,253.0,26362.644,28462.626,471552.626,78644.866,265967.665,164753.691,101213.974,28462.626,54562.245,102104.854,20397.896,356063.148,157.194938
2587,2019,IN,IN,CONST,PUBLI,6128.46,834701.819,253.0,253.0,25074.538,20063.163,479098.093,10189.102,300276.924,174410.429,125866.495,20063.163,7728.318,102397.619,2144.794,396090.712,136.200908
12294,2019,IN,IN,TRANS,TRANS,5086.8,806707.591,253.0,253.0,18827.463,31410.3,487317.397,6773.969,262378.461,148114.858,114263.603,31410.3,4182.112,74264.671,2514.279,395485.02,158.588423
1397,2019,IN,IN,BUSIN,COMPU,4782.85,796632.251,253.0,253.0,15898.935,21954.178,515261.397,8556.761,234960.981,141177.612,93783.369,21954.178,5511.799,117955.327,2744.157,362686.579,166.560158
11751,2019,IN,IN,SUPPO,SUPPO,4694.83,774591.051,253.0,253.0,14635.759,27972.329,504541.645,9198.925,218242.393,138499.47,79742.923,27972.329,5847.0,31822.535,2972.936,434237.3,164.988093
1474,2019,IN,IN,BUSIN,PUBLI,5424.37,755322.079,253.0,253.0,14951.554,19780.789,458031.204,8447.506,254111.026,154287.273,99823.753,19780.789,5533.354,56519.006,2560.652,385565.597,139.246047
1877,2019,IN,IN,CHEM1,CHEM1,4405.17,743245.461,253.0,253.0,8376.862,18985.239,500699.605,8045.85,207137.906,128924.058,78213.848,18985.239,5598.748,69385.935,2225.266,376530.681,168.721176
1469,2019,IN,IN,BUSIN,POSTT,4027.4,727137.901,253.0,253.0,9450.018,24138.156,487126.267,6609.047,199814.413,120184.897,79629.515,24138.156,4309.875,86801.222,2287.124,330320.673,180.547723
2169,2019,IN,IN,COKEO,BASIC,5085.33,724627.431,253.0,253.0,16726.878,18930.828,435053.414,7846.816,246069.494,150523.752,95545.742,18930.828,5188.3,99137.157,2214.813,328718.251,142.493689
1755,2019,IN,IN,CEREA,FOOD5,5054.17,721581.026,253.0,253.0,16564.048,20162.148,429778.706,6775.378,248300.746,155845.822,92454.923,20162.148,4876.767,66002.355,1828.4,356838.942,142.769441
8724,2019,IN,IN,PFERT,CHEM1,4994.15,720670.115,253.0,253.0,16688.418,19873.894,430227.895,6284.999,247594.91,152629.238,94965.672,19873.894,4037.233,117409.627,1951.374,260700.766,144.302857
12848,2019,IN,IN,WHOLE,BASIC,5071.91,713885.869,253.0,253.0,15797.04,11060.89,425507.081,8912.997,252607.861,148236.435,104371.425,11060.89,6349.921,70168.222,2300.796,365736.708,140.752866
7654,2019,IN,IN,MOTOR,MOTOR,4685.97,708522.233,253.0,253.0,18563.576,23405.262,443882.984,6690.268,215980.144,130253.102,85727.042,23405.262,4135.893,48893.389,2435.35,382232.22,151.200762
10587,2019,IN,IN,RENTI,RENTI,4493.53,695059.464,253.0,253.0,11057.872,16940.116,446079.54,8009.283,212972.653,127584.566,85388.087,16940.116,4749.623,21337.916,3013.968,403630.095,154.680054
6390,2019,IN,IN,LANDT,WHOLE,4455.35,688404.52,253.0,253.0,11923.114,19127.536,432517.923,5995.853,218840.095,138901.687,79938.408,19127.536,3804.417,79802.337,1957.799,312191.328,154.511883
6298,2019,IN,IN,LANDT,FISH5,4051.88,686164.554,253.0,253.0,16282.805,16721.913,464730.6,7859.972,180569.264,103327.59,77241.675,16721.913,5222.095,38262.538,2421.173,371511.292,169.344737
12870,2019,IN,IN,WHOLE,COMPU,4493.21,678766.992,253.0,253.0,6739.664,16472.307,419953.212,8067.859,227533.951,131491.671,96042.279,16472.307,4749.638,42013.219,3013.645,330274.209,151.06505
4751,2019,IN,IN,FISHF,FISH5,3988.12,669943.764,253.0,253.0,5822.861,23356.534,434838.984,6078.865,199846.521,114900.138,84946.383,23356.534,3813.347,56484.77,2083.849,335564.828,167.984856
5090,2019,IN,IN,FORES,FURNI,3694.66,655183.927,253.0,253.0,10746.902,10359.458,389466.633,60888.735,183722.199,105747.736,77974.463,10359.458,40220.392,56725.63,19646.75,309654.915,177.332671
10770,2019,IN,IN,RETA1,TEXTI,4833.34,637161.881,253.0,253.0,23142.826,28728.263,342515.194,8214.131,234561.466,144031.598,90529.869,28728.263,5541.949,57528.069,2359.205,289791.044,131.826414
4570,2019,IN,IN,FINAN,LANDT,4186.89,625429.693,253.0,253.0,13257.604,7719.659,397119.588,6684.286,200648.556,119148.711,81499.845,7719.659,4010.792,22108.904,2328.532,338226.392,149.378105
10518,2019,IN,IN,RENTI,COMPU,3698.41,618475.286,253.0,253.0,12992.572,9337.324,397417.797,5777.476,192950.117,119743.34,73206.778,9337.324,3769.85,51298.885,1792.948,315428.344,167.227345
10688,2019,IN,IN,RETA1,FISH5,4293.32,617282.467,253.0,253.0,22530.226,22542.906,356791.434,7583.004,207834.897,126682.135,81152.762,22542.906,4767.202,63110.204,2658.139,299690.5,143.777419
13026,2019,IN,IN,WOODW,FURNI,3994.44,596626.98,253.0,253.0,18653.947,13641.163,361478.392,7299.82,195553.659,117397.067,78156.592,13641.163,4994.283,68738.731,1940.26,304888.572,149.364361
4453,2019,IN,IN,FABRI,MOTO1,3775.94,595395.051,253.0,253.0,9875.538,16982.293,387556.367,6012.626,174968.228,104107.109,70861.118,16982.293,3909.662,67298.562,1829.304,279337.769,157.68128
12925,2019,IN,IN,WHOLE,MOTO1,3221.06,586035.434,253.0,253.0,15217.305,13882.632,393962.265,5089.828,157883.404,94059.629,63823.775,13882.632,2862.141,71419.822,1906.869,309951.587,181.938689
12198,2019,IN,IN,TRAN2,TRAN2,3538.52,582675.17,253.0,253.0,12893.302,14572.554,375990.952,5377.66,173840.703,100871.839,72968.864,14572.554,3453.09,57794.734,1863.244,277908.134,164.666349
5890,2019,IN,IN,HOTEL,FINAN,3633.2,582501.131,253.0,253.0,13449.943,10917.876,376830.705,6637.03,174665.576,100005.053,74660.523,10917.876,4333.167,78704.653,2019.11,273813.93,160.327296
5861,2019,IN,IN,HOTEL,BUSIN,3879.44,576725.165,253.0,253.0,12834.9,8588.834,351341.755,6455.017,197504.659,121647.483,75857.175,8588.834,4230.059,25358.941,1876.057,310609.172,148.661963
747,2019,IN,IN,BASIC,OFFIC,1593.75,570679.815,253.0,253.0,6140.535,10785.608,476261.95,2833.482,74658.24,44689.917,29968.323,10785.608,1706.129,133932.934,1040.147,324231.944,358.073609
8312,2019,IN,IN,OFFIC,OFFIC,3657.35,556497.384,253.0,253.0,9582.361,12017.587,355750.997,5865.657,173280.781,99337.494,73943.287,12017.587,3921.465,75400.082,1648.131,259942.085,152.158635
6332,2019,IN,IN,LANDT,MOTO1,3177.28,554927.859,253.0,253.0,8741.891,16015.145,370534.195,5532.835,154103.791,92698.166,61405.625,16015.145,3755.421,57903.242,1642.468,279696.637,174.655006
4643,2019,IN,IN,FINAN,WHOLE,3524.46,554911.886,253.0,253.0,6669.672,9934.481,347833.591,5433.461,185040.68,102263.948,82776.732,9934.481,3844.77,76481.702,1578.63,240403.936,157.445931
5022,2019,IN,IN,FOOD5,POULT,2002.07,549111.55,253.0,253.0,3695.108,6417.557,229984.283,2515.388,306499.214,181261.799,125237.415,6417.557,1561.686,47417.337,758.285,197103.634,274.271904
4532,2019,IN,IN,FINAN,COMPU,3462.35,542248.181,253.0,253.0,12660.654,14871.915,335984.278,5779.653,172951.68,103042.618,69909.062,14871.915,3641.986,83972.632,1941.603,244311.856,156.612758
11025,2019,IN,IN,RUBBE,RUBBE,3152.76,538436.667,253.0,253.0,13026.129,7064.639,356199.05,5692.596,156454.252,92441.063,64013.188,7064.639,3992.617,39094.01,1513.839,296779.819,170.782637
6554,2019,IN,IN,LEATH,LEATH,3063.14,537565.514,253.0,253.0,10263.273,12950.033,364456.08,5084.264,144811.862,88752.976,56058.887,12950.033,3493.524,53614.531,1562.866,295211.205,175.494922
12945,2019,IN,IN,WHOLE,POSTT,3286.27,527284.826,253.0,253.0,10355.357,15466.775,340886.0,4884.422,155692.272,88059.654,67632.618,15466.775,3134.052,61636.565,1743.444,279108.219,160.450853
2624,2019,IN,IN,COPP1,BASIC,3568.57,526190.662,253.0,253.0,12012.378,10457.562,309234.86,5641.759,188844.104,113295.266,75548.837,10457.562,3770.57,23959.331,1783.793,271578.235,147.451405
12981,2019,IN,IN,WHOLE,WEARI,2996.89,522495.373,253.0,253.0,3107.374,10228.761,352081.046,5678.777,151399.416,87969.812,63429.603,10228.761,3809.784,33454.171,1627.299,317577.979,174.345863
9104,2019,IN,IN,POSTT,FINAN,3364.03,522132.878,253.0,253.0,6535.102,8997.312,333572.98,5581.16,167446.325,101175.952,66270.374,8997.312,4434.152,57164.115,1118.763,261392.78,155.21053
12748,2019,IN,IN,WEARI,TEXTI,3750.49,517795.492,253.0,253.0,8168.332,14429.354,303277.916,6076.123,185843.767,113339.188,72504.579,14429.354,3991.044,57719.237,2048.658,232523.744,138.060758
1406,2019,IN,IN,BUSIN,EDUCA,3020.04,511877.569,253.0,253.0,4263.861,14611.9,344226.168,4993.007,143782.633,83646.684,60135.949,14611.9,3667.839,61024.614,1274.833,272295.593,169.493639
7944,2019,IN,IN,NFERT,PFERT,3616.66,510116.233,253.0,253.0,17427.46,8343.028,307235.242,6565.453,170545.051,94497.293,76047.757,8343.028,4241.53,24518.719,2280.752,284943.301,141.046223
5767,2019,IN,IN,HEALT,HEALT,2990.86,496724.702,253.0,253.0,4734.347,18131.978,326873.926,4922.889,142061.562,89804.122,52257.44,18131.978,3063.937,41957.035,1696.936,260833.521,166.080894
3180,2019,IN,IN,DISTR,TRAN1,2737.03,496422.167,253.0,253.0,8043.4,16626.066,328882.814,5425.597,137444.29,84322.117,53122.173,16626.066,3374.071,57784.496,1979.5,244369.697,181.372571
5638,2019,IN,IN,GLASS,CONST,3438.94,494849.554,253.0,253.0,11759.854,18103.182,296794.063,6253.166,161939.289,98075.513,63863.776,18103.182,4305.315,15142.947,1712.194,286833.049,143.895955
1149,2019,IN,IN,BITUM,CEMEN,3149.11,486565.287,253.0,253.0,8721.55,15236.189,298044.543,4816.087,159746.918,99521.056,60225.862,15236.189,3145.967,42098.315,1598.718,237315.984,154.508825
1505,2019,IN,IN,BUSIN,WHOLE,3277.53,484656.476,253.0,253.0,10595.572,16641.052,300773.96,5771.123,150874.769,90657.421,60217.348,16641.052,4202.185,55372.414,1330.481,239068.049,147.872476
8579,2019,IN,IN,PAPER,PAPER,3141.9,482644.936,253.0,253.0,6989.263,17022.238,312798.227,6559.301,139275.908,89031.653,50244.254,17022.238,4359.241,25953.295,2106.789,257431.863,153.615626
6379,2019,IN,IN,LANDT,SUPPO,3566.58,480551.793,253.0,253.0,12486.888,12403.326,287804.288,5470.312,162386.978,92943.512,69443.466,12403.326,3858.978,54488.996,1460.237,227647.518,134.737422
12903,2019,IN,IN,WHOLE,HOTEL,2654.21,480243.187,253.0,253.0,7612.764,15508.229,328508.864,3955.008,124658.322,71870.297,52788.026,15508.229,2934.749,56333.854,1012.873,258234.911,180.936394
5522,2019,IN,IN,GASDI,WHOLE,3346.51,479671.484,253.0,253.0,10392.953,13026.406,278830.494,6130.019,171291.613,102811.969,68479.644,13026.406,3676.908,43034.772,2215.03,249869.457,143.334843
2641,2019,IN,IN,COPP1,COPP1,2763.51,475208.915,253.0,253.0,14147.068,9452.473,312047.77,4678.772,134882.833,79721.524,55161.308,9452.473,2998.446,48456.935,1421.756,240318.141,171.958457
1737,2019,IN,IN,CEREA,CEREA,2913.76,465638.041,253.0,253.0,4240.047,21104.251,297665.246,4527.363,138101.134,82089.025,56012.108,21104.251,2794.513,18633.215,1660.713,235444.306,159.806587
1960,2019,IN,IN,CHEM1,RUBBE,3370.79,464837.649,253.0,253.0,12250.346,18957.16,273996.621,4632.698,155000.825,103594.382,51406.443,18957.16,3446.04,15864.498,1175.183,234134.417,137.901693
4284,2019,IN,IN,ELECT,CONST,1887.9,461734.421,253.0,253.0,17374.061,14661.661,157806.878,2600.876,269290.944,152337.759,116953.186,14661.661,1638.294,40875.07,846.005,142076.676,244.575677
5425,2019,IN,IN,GASDI,CRUDE,2903.93,460435.167,253.0,253.0,9527.979,11902.226,297827.766,4393.794,136783.401,83190.213,53593.188,11902.226,3170.591,47621.809,1082.117,265680.466,158.555877
9953,2019,IN,IN,RAILW,BASIC,3037.13,456575.727,253.0,253.0,9077.486,15892.533,274388.931,4855.662,152361.115,91219.647,61141.469,15892.533,3252.472,36885.735,1437.067,206643.386,150.331309
8790,2019,IN,IN,PFERT,WHEAT,2686.67,454532.205,253.0,253.0,5194.887,13395.737,296795.426,4760.59,134385.565,76803.799,57581.766,13395.737,2897.165,35967.421,1658.861,231957.159,169.180512
