trade_id,year,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,emission/air,natural_resource/energy,natural_resource/in_ground,natural_resource/land,natural_resource/water,resources_Water_Consumption,resources_Water_Withdrawal,resources_Energy,resources_Land_Crops,resources_Land_Forest,resources_Land_Other,resources_Crops,resources_intensity
3620,2019,US,US,CONST,PUBLI,73560.83,12337806.314,253.0,253.0,300754.056,270751.33,7979536.492,116681.676,3670082.759,2222486.815,1447595.944,270751.33,87165.105,1446699.141,25856.789,5600580.548,167.7225
6866,2019,US,US,FINAN,BUSIN,76425.35,12279978.518,253.0,253.0,168754.391,398669.248,8264795.143,123348.181,3324411.555,2030077.304,1294334.251,398669.248,82014.031,1086843.41,38338.3,6481974.545,160.679389
7767,2019,US,US,FOOD5,FOOD5,41350.43,12088200.581,253.0,253.0,153273.634,206159.559,5285482.575,60442.551,6382842.262,3854295.502,2528546.76,206159.559,41891.627,1078022.512,14740.716,4575920.519,292.335547
4038,2019,US,US,CRUDE,NATUR,28535.98,11086146.062,253.0,253.0,309418.312,235037.303,9096404.96,43367.506,1401917.981,813469.126,588448.855,235037.303,27847.043,1397247.48,15025.913,6385310.353,388.497121
15161,2019,US,US,PLAST,RUBBE,67937.67,11031505.524,253.0,253.0,93204.518,318019.467,7303759.216,104714.796,3211807.528,1943363.222,1268444.306,318019.467,67650.602,1007401.486,34171.503,5874973.756,162.37686
20883,2019,US,US,WHOLE,HEALT,74946.7,10749900.799,253.0,253.0,197092.405,399861.275,6544553.411,125096.345,3483297.364,2176619.329,1306678.034,399861.275,89754.593,1259155.766,34779.401,4527856.382,143.433944
1130,2019,US,US,BASIC,FABRI,34094.86,10747921.072,253.0,253.0,178920.95,358043.296,8500242.694,60219.473,1650494.659,1006030.221,644464.438,358043.296,37858.137,1501041.094,21109.274,6321958.703,315.235818
2317,2019,US,US,BUSIN,RESEA,63456.16,10515926.2,253.0,253.0,291491.68,315640.595,6746522.176,103328.008,3058943.741,1782992.397,1275951.344,315640.595,62961.695,1053033.848,36644.557,4867646.122,165.719549
16479,2019,US,US,REALE,FINAN,71962.09,10237442.917,253.0,253.0,193088.133,231134.508,6370964.759,101798.75,3340456.767,2045904.742,1294552.025,231134.508,68620.394,974141.608,31945.594,5807684.025,142.261612
15192,2019,US,US,POSTT,BUSIN,64025.85,10230100.61,253.0,253.0,263761.067,231543.115,6429265.168,125227.64,3180303.621,1879362.895,1300940.726,231543.115,75359.248,1529107.805,43587.402,4753442.313,159.780786
2207,2019,US,US,BUSIN,CONST,76412.22,10060307.777,253.0,253.0,189514.162,405871.932,5599721.235,114777.423,3750423.025,2147739.38,1602683.645,405871.932,80250.674,770584.699,29746.846,4888390.079,131.658363
9124,2019,US,US,HOTEL,HEALT,58439.55,10031959.502,253.0,253.0,116951.69,254062.918,6606150.437,90225.476,2964568.982,1784328.41,1180240.572,254062.918,61686.799,1188359.882,26475.563,4997119.784,171.663873
9820,2019,US,US,INSUR,PUBLI,58796.41,9477377.54,253.0,253.0,226639.145,287381.12,6047552.659,91409.417,2824395.2,1681210.122,1143185.077,287381.12,63994.62,966861.72,26129.889,5061223.03,161.189731
6770,2019,US,US,FABRI,MOTO1,55999.06,9410579.514,253.0,253.0,80808.026,145891.236,6427444.356,76280.072,2680155.825,1525768.516,1154387.309,145891.236,47431.063,1216060.126,24435.417,4905203.323,168.048884
9825,2019,US,US,INSUR,REALE,57959.08,9382364.83,253.0,253.0,204583.349,263742.53,5914649.022,78260.227,2921129.704,1901516.418,1019613.286,263742.53,46312.205,652092.542,28715.489,4907451.491,161.879119
16593,2019,US,US,REALE,WHOLE,61763.42,9290188.394,253.0,253.0,182289.657,216415.812,5771220.111,114660.276,3005602.539,1883902.795,1121699.744,216415.812,75404.796,840024.179,38641.143,4414305.576,150.415706
6707,2019,US,US,FABRI,CONST,60479.25,9007944.366,253.0,253.0,155584.694,376553.643,5302207.963,96768.07,3076829.997,1863055.488,1213774.509,376553.643,68300.9,347856.69,27533.388,4697260.514,148.942726
21357,2019,US,US,WOODW,CONST,59976.68,8978233.862,253.0,253.0,299756.573,169787.197,5448328.59,121211.23,2939150.271,1724264.521,1214885.749,169787.197,83062.794,764410.947,33207.759,4374180.554,149.695413
16500,2019,US,US,REALE,INSUR,63750.81,8847718.229,253.0,253.0,364618.944,263999.347,4731674.012,110453.685,3376972.241,1983557.561,1393414.68,263999.347,68663.837,469048.797,35611.219,4203801.585,138.785974
18928,2019,US,US,SUPPO,RETA1,58546.36,8782398.659,253.0,253.0,317931.293,119809.759,5272670.386,76276.423,2995710.798,1757225.827,1238484.971,119809.759,51260.648,929537.313,21516.65,4146425.022,150.007595
18955,2019,US,US,SUPPO,WHOLE,50096.32,8760980.589,253.0,253.0,135096.731,164254.362,5929208.692,88913.283,2443507.519,1529060.758,914446.762,164254.362,63234.151,1462838.515,25259.663,3792593.291,174.882718
15342,2019,US,US,POSTT,WHOLE,55149.39,8462051.026,253.0,253.0,230182.149,219861.224,5385159.328,89981.459,2536866.865,1519601.415,1017265.45,219861.224,53110.265,579901.758,35351.704,4400752.021,153.438706
2251,2019,US,US,BUSIN,INSUR,52135.03,8441744.521,253.0,253.0,182869.478,261440.36,5227478.083,79661.615,2690294.986,1551420.411,1138874.575,261440.36,53684.76,665021.34,25404.323,4400341.315,161.920776
3447,2019,US,US,COMPU,PUBLI,59789.06,8262890.21,253.0,253.0,200328.112,316651.384,4950696.684,100599.203,2694614.827,1619103.785,1075511.042,316651.384,62614.741,1144552.341,34470.394,3405624.47,138.200704
16464,2019,US,US,REALE,EDUCA,46342.75,7932745.911,253.0,253.0,173615.181,277893.955,5273977.369,74531.386,2132728.02,1308899.691,823828.329,277893.955,46476.564,817056.961,27750.174,3985876.238,171.175554
20945,2019,US,US,WHOLE,PUBLI,47229.24,7684317.131,253.0,253.0,233576.174,225544.816,4978300.198,72933.973,2173961.97,1334868.757,839093.213,225544.816,46904.12,653959.441,23287.936,3957693.826,162.702536
6486,2019,US,US,ELECT,CONST,30008.84,7665356.607,253.0,253.0,235706.791,197210.472,2918964.482,48128.17,4265346.692,2445215.495,1820131.197,197210.472,32175.924,618663.509,13523.044,2638585.451,255.436618
16822,2019,US,US,RENTI,BUSIN,46880.05,7547762.193,253.0,253.0,111429.001,225879.45,4855324.195,65914.063,2289215.484,1445276.643,843938.84,225879.45,39364.78,1002347.939,25761.02,3865211.93,161.001582
9073,2019,US,US,HOTEL,BUSIN,50415.44,7423958.467,253.0,253.0,82758.376,326954.632,4441220.186,77522.999,2495502.274,1461638.166,1033864.109,326954.632,52342.952,853470.253,24719.887,3454230.399,147.255652
20984,2019,US,US,WHOLE,WHOLE,46343.82,7280300.971,253.0,253.0,200828.891,243375.11,4367132.84,67360.838,2401603.293,1459902.124,941701.169,243375.11,38352.671,889620.48,25069.613,3468170.884,157.093243
3386,2019,US,US,COMPU,HEALT,42545.29,7185212.907,253.0,253.0,161999.559,109665.562,4929848.699,64779.744,1918919.344,1159044.782,759874.562,109665.562,40862.388,838615.989,23531.696,3741778.196,168.883863
2434,2019,US,US,CEMEN,CONST,47580.97,7175488.182,253.0,253.0,141348.144,230871.717,4320457.439,76420.303,2406390.58,1394922.59,1011467.99,230871.717,48723.588,780871.849,26592.21,3271570.27,150.805841
21484,2019,US,US,WOODW,WOODW,52443.13,7090013.574,253.0,253.0,216156.84,267339.543,3997558.929,90376.118,2518582.143,1454798.22,1063783.923,267339.543,64723.618,376503.837,21211.284,3371529.617,135.194325
8841,2019,US,US,HEALT,HEALT,45295.9,6873458.487,253.0,253.0,41302.24,127039.804,4481034.503,62401.547,2161680.392,1250740.067,910940.325,127039.804,39009.655,790431.319,21704.116,2790397.679,151.74571
2313,2019,US,US,BUSIN,RECRE,45694.0,6777310.41,253.0,253.0,171946.896,231783.554,4185675.213,82387.513,2105517.234,1232622.995,872894.239,231783.554,56600.525,847210.187,22419.27,3612665.482,148.319482
6918,2019,US,US,FINAN,HEALT,43783.28,6772973.595,253.0,253.0,151212.28,203153.186,4119314.481,79161.481,2220132.166,1276155.961,943976.205,203153.186,50802.126,717716.14,26854.297,3233650.184,154.693152
15243,2019,US,US,POSTT,HEALT,39862.08,6321664.411,253.0,253.0,147539.089,246142.94,3818802.599,53083.373,2056096.409,1160683.793,895412.616,246142.94,32772.605,581965.926,19702.836,3099169.515,158.588423
4540,2019,US,US,DISTR,REALE,45486.24,6195267.21,253.0,253.0,186106.536,148911.447,3555929.357,75624.862,2228695.008,1294497.25,934197.759,148911.447,57360.599,760008.658,15918.942,2939837.61,136.200908
20910,2019,US,US,WHOLE,MOTO1,41956.26,6059348.654,253.0,253.0,199623.153,215524.63,3570689.693,59551.447,2013959.732,1247547.512,766412.219,215524.63,41315.611,748046.819,15445.69,2696180.537,144.42061
1086,2019,US,US,BASIC,BASIC,19771.57,6058804.97,253.0,253.0,50862.383,201205.955,4848308.21,28975.544,929452.877,552765.806,376687.071,201205.955,22856.88,1082035.927,5141.862,2939747.027,306.440256
10375,2019,US,US,LANDT,PUBLI,35781.44,5959762.298,253.0,253.0,118943.052,164243.516,3854771.689,64014.807,1757789.234,1056177.437,701611.798,164243.516,41234.852,882446.962,20529.577,2713329.513,166.560158
10275,2019,US,US,LANDT,CONST,35399.13,5840434.968,253.0,253.0,110353.971,210912.024,3804256.02,69360.111,1645552.841,1044289.306,601263.536,210912.024,44086.516,239942.675,22416.009,3274159.582,164.988093
2709,2019,US,US,CEREA,FOOD5,42258.64,5819982.433,253.0,253.0,150372.312,166439.663,3411586.49,59184.535,2032399.432,1194910.325,837489.107,166439.663,39125.249,673528.78,17117.333,2307673.258,137.7229
12188,2019,US,US,MOTOR,EDUCA,32166.45,5807579.317,253.0,253.0,75476.369,192789.093,3890629.864,52785.816,1595898.176,959905.022,635993.154,192789.093,34422.547,693272.871,18267.037,2638238.919,180.547723
15228,2019,US,US,POSTT,FINAN,34310.95,5788983.817,253.0,253.0,65245.627,147872.062,3899844.751,62667.448,1613353.93,1004162.587,609191.343,147872.062,43607.476,540432.569,17332.131,2932718.915,168.721176
20021,2019,US,US,TRANS,TRANS,33629.06,5694904.329,253.0,253.0,135141.073,138785.505,3857086.889,65234.776,1498656.086,857579.621,641076.465,138785.505,43341.399,317564.488,20094.815,3083402.154,169.344737
2301,2019,US,US,BUSIN,POSTT,39114.63,5573587.919,253.0,253.0,128657.463,145609.499,3346282.997,60355.041,1892682.919,1157777.544,734905.376,145609.499,39906.64,762529.32,17035.59,2528389.061,142.493689
15304,2019,US,US,POSTT,PUBLI,38265.07,5463082.656,253.0,253.0,125406.242,152647.416,3253850.241,51296.321,1879882.436,1179907.147,699975.289,152647.416,36921.95,499703.164,13842.797,2701624.022,142.769441
20875,2019,US,US,WHOLE,FOOD5,38803.81,5461747.472,253.0,253.0,120858.875,84623.876,3255439.458,68190.924,1932634.339,1134116.826,798517.513,84623.876,48581.524,536838.065,17602.765,2798152.515,140.752866
16616,2019,US,US,RECRE,BUSIN,35031.54,5418680.507,253.0,253.0,86207.119,132065.072,3477634.117,62440.337,1660333.862,994648.712,665685.151,132065.072,37028.04,166350.3,23496.879,3146698.432,154.680054
15298,2019,US,US,POSTT,POSTT,37189.6,5366565.543,253.0,253.0,124272.514,147993.587,3203749.048,46802.075,1843748.319,1136573.851,707174.468,147993.587,30063.791,874306.349,14531.167,1941342.816,144.302857
20831,2019,US,US,WHOLE,BUSIN,31880.22,5355394.17,253.0,253.0,46546.765,186707.378,3476014.384,48593.209,1597532.435,918488.328,679044.107,186707.378,30483.122,451527.758,16657.865,2682436.971,167.984856
2229,2019,US,US,BUSIN,FABRI,34617.64,5348836.757,253.0,253.0,92641.443,148619.107,3360622.564,46587.2,1700366.443,1079252.719,621113.724,148619.107,29559.953,620056.463,15211.911,2425696.525,154.511883
16349,2019,US,US,RAWMI,DAIRY,35145.02,5313953.795,253.0,253.0,139227.794,175540.685,3329145.59,50177.357,1619862.369,976905.072,642957.297,175540.685,31019.413,366702.977,18265.25,2866761.633,151.200762
10976,2019,US,US,MACHI,CONST,34681.66,5239186.696,253.0,253.0,52021.327,127144.502,3241485.374,62273.239,1756262.254,1014942.422,741319.832,127144.502,36660.948,324286.684,23261.369,2549281.653,151.06505
16555,2019,US,US,REALE,PUBLI,30504.68,5101216.658,253.0,253.0,107163.416,77014.741,3277922.87,47652.924,1591462.707,987649.356,603813.351,77014.741,31093.918,423115.901,14788.328,2601669.559,167.227345
6979,2019,US,US,FINAN,PUBLI,34069.05,5089170.118,253.0,253.0,107878.158,62815.464,3231393.012,54390.554,1632692.929,969522.34,663170.589,62815.464,32636.127,179901.878,18947.443,2752174.492,149.378105
3371,2019,US,US,COMPU,FINAN,31320.36,4938634.444,253.0,253.0,81914.806,140863.346,3214671.028,49873.041,1451312.223,863539.181,587773.042,140863.346,32429.547,558222.64,15173.566,2317028.209,157.68128
20867,2019,US,US,WHOLE,FABRI,28015.98,4892237.392,253.0,253.0,81450.178,79982.625,3228740.863,48574.593,1453489.134,892108.276,561380.858,79982.625,32576.504,327738.437,15248.312,2600414.747,174.623104
10283,2019,US,US,LANDT,EDUCA,30015.97,4877609.873,253.0,253.0,87309.435,84161.786,3164085.134,49466.918,1492586.601,859110.413,633476.188,84161.786,32675.648,453377.876,15961.313,2515682.811,162.500491
17737,2019,US,US,SALEM,MOTO1,31926.6,4768696.225,253.0,253.0,149096.524,109030.538,2889210.01,58345.706,1563013.448,938326.572,624686.876,109030.538,39918.104,549412.172,15508.03,2436901.164,149.364362
9189,2019,US,US,HOTEL,REALE,36025.72,4749141.486,253.0,253.0,172497.066,214128.61,2552966.785,61224.738,1748324.287,1073552.037,674772.25,214128.61,41307.399,428790.465,17584.54,2159982.75,131.826414
2859,2019,US,US,CHEM1,HEALT,29581.41,4742707.467,253.0,253.0,109509.053,88893.033,3068144.776,54038.505,1422122.101,814238.267,607883.833,88893.033,35280.525,640811.023,16439.534,2229385.152,160.327296
6729,2019,US,US,FABRI,FABRI,31506.36,4709731.572,253.0,253.0,96497.166,130398.224,3008113.508,40516.633,1434206.041,882108.056,552097.985,130398.224,28308.634,198171.284,11326.888,2797938.247,149.485106
2386,2019,US,US,CATTL,MEATC,31358.71,4661847.382,253.0,253.0,103748.453,69426.197,2840003.767,52177.895,1596491.07,983314.126,613176.944,69426.197,34192.869,204984.144,15164.75,2510749.736,148.661963
2316,2019,US,US,BUSIN,RENTI,31488.24,4638100.115,253.0,253.0,156748.439,90393.65,2859136.421,55522.23,1476299.374,943406.643,532892.731,90393.65,34791.175,262593.574,18125.023,2349960.557,147.296264
4078,2019,US,US,CRUDE,RUBBE,17257.86,4538331.582,253.0,253.0,230594.218,145106.985,3327004.308,24452.308,811173.764,470761.097,340412.667,145106.985,16005.698,270858.522,7063.407,3260450.043,262.971862
20902,2019,US,US,WHOLE,MACHI,24882.29,4527051.222,253.0,253.0,117551.797,107241.613,3043309.761,39318.29,1219629.762,726598.995,493030.766,107241.613,22109.688,551709.286,14730.329,2394337.66,181.938689
6987,2019,US,US,FINAN,RENTI,28475.69,4483381.519,253.0,253.0,53887.268,80265.116,2810303.286,43899.362,1495026.487,826236.216,668790.271,80265.116,31063.619,617929.905,12754.462,1942331.011,157.445931
2211,2019,US,US,BUSIN,CRUDE,24859.24,4341790.72,253.0,253.0,68397.111,125303.512,2899083.016,43289.255,1205717.825,725276.324,480441.501,125303.512,29382.649,453038.635,12850.777,2188364.21,174.655006
16561,2019,US,US,REALE,RECRE,27681.43,4335265.081,253.0,253.0,101221.716,118900.713,2686188.651,46208.229,1382745.772,823824.0,558921.772,118900.713,29117.613,671359.78,15523.085,1953269.182,156.612757
2237,2019,US,US,BUSIN,FOOD5,30957.81,4274058.712,253.0,253.0,67424.172,119104.758,2503358.256,50154.367,1534017.159,935539.901,598477.258,119104.758,32943.427,476434.061,16910.314,1919329.442,138.060758
15213,2019,US,US,POSTT,EDUCA,24185.94,4244509.641,253.0,253.0,81036.749,102250.87,2877672.222,40144.334,1143405.466,700775.722,442629.743,102250.87,27584.162,423329.602,12340.074,2330928.557,175.494921
8334,2019,US,US,FURNI,CONST,28748.4,4238991.988,253.0,253.0,96771.719,84246.117,2491196.04,45450.009,1521328.102,912706.667,608621.436,84246.117,30375.716,193016.369,14370.24,2187834.27,147.451406
18805,2019,US,US,SUPPO,BUSIN,24711.33,4220266.102,253.0,253.0,102098.789,55372.638,2791887.828,44618.565,1226288.282,724552.971,501735.311,55372.638,31294.126,306418.812,11865.467,2326159.947,170.782637
6944,2019,US,US,FINAN,MEMBE,27034.61,4196056.138,253.0,253.0,52518.534,72305.778,2680717.893,44852.302,1345661.631,813087.991,532573.64,72305.778,35634.514,459392.326,8990.798,2100650.67,155.21053
16456,2019,US,US,REALE,CONST,23899.93,4166853.916,253.0,253.0,24781.027,81573.452,2807814.89,45287.735,1207396.813,701551.393,505845.42,81573.452,30382.687,266794.028,12977.564,2532656.012,174.345863
10261,2019,US,US,LANDT,BUSIN,25967.89,4166570.114,253.0,253.0,81827.355,122217.44,2693658.817,38596.379,1230270.122,695841.611,534428.511,122217.44,24765.071,487048.096,13776.581,2205494.838,160.450853
16520,2019,US,US,REALE,MEMBE,29308.92,4133912.469,253.0,253.0,141229.765,67610.759,2489792.549,53205.537,1382073.859,765793.193,616280.666,67610.759,34372.778,198696.363,18482.903,2309141.698,141.046223
15314,2019,US,US,POSTT,RETA1,24088.02,4082766.158,253.0,253.0,34008.811,116545.39,2745568.542,39824.521,1146818.893,667170.965,479647.929,116545.39,29254.902,486735.976,10168.147,2171845.968,169.493639
3347,2019,US,US,COMPU,COMPU,27637.92,3976984.877,253.0,253.0,94511.071,145490.844,2385261.319,50255.168,1301466.474,788208.918,513257.556,145490.844,34600.761,121700.162,13760.482,2305207.089,143.895954
16719,2019,US,US,RECRE,POSTT,21477.39,3895409.434,253.0,253.0,63116.312,130464.227,2580733.299,42574.493,1078521.104,661673.053,416848.051,130464.227,26476.227,453433.157,15533.079,1917561.477,181.372571
18940,2019,US,US,SUPPO,SUPPO,23384.36,3883695.407,253.0,253.0,37015.999,141766.82,2555698.879,38490.133,1110723.576,702143.168,408580.408,141766.82,23955.721,328045.586,13267.673,2039354.885,166.080894
2215,2019,US,US,BUSIN,EDUCA,28740.48,3872418.168,253.0,253.0,100622.77,99949.402,2319205.902,44081.279,1308558.815,748964.319,559594.497,99949.402,31096.707,439087.277,11766.987,1834446.15,134.737422
10313,2019,US,US,LANDT,HEALT,26965.93,3865157.335,253.0,253.0,83745.645,104965.812,2246795.492,49395.242,1380255.143,828451.237,551803.906,104965.812,29628.249,346771.01,17848.545,2013429.601,143.334843
12473,2019,US,US,NATUR,CRUDE,24693.51,3815365.226,253.0,253.0,68389.379,119473.437,2337093.938,37764.988,1252643.484,780386.9,472256.585,119473.437,24668.863,330110.779,12536.224,1860895.502,154.508825
1172,2019,US,US,BASIC,MOTO1,10187.99,3813320.781,253.0,253.0,40155.933,84363.413,3154325.738,17123.633,517352.064,310005.914,207346.151,84363.413,10934.911,657750.557,5954.926,2212709.864,374.295693
16835,2019,US,US,RENTI,CONST,24557.93,3772481.799,253.0,253.0,54629.944,133050.36,2444914.53,51269.252,1088617.714,695895.195,392722.519,133050.36,34072.992,202857.887,16467.23,2012156.237,153.615626
14565,2019,US,US,PFERT,PFERT,27262.91,3759601.453,253.0,253.0,99080.651,153325.285,2216081.458,37469.203,1253644.855,837870.143,415774.712,153325.285,27871.534,128311.878,9504.866,1893676.422,137.901693
15309,2019,US,US,POSTT,REALE,25385.67,3753841.879,253.0,253.0,82066.586,128891.04,2329604.459,44699.463,1168580.331,702174.92,466405.411,128891.04,32547.463,428879.62,10305.06,1851669.581,147.872476
4017,2019,US,US,CRUDE,KEROS,10668.71,3710785.589,253.0,253.0,75786.152,47141.877,3050008.447,16631.592,521217.522,310637.052,210580.47,47141.877,12005.893,337143.181,4052.603,2381878.663,347.81952
9745,2019,US,US,INSUR,FINAN,21481.36,3693901.515,253.0,253.0,109968.212,73476.116,2425614.698,36369.102,1048473.387,619692.625,428780.762,73476.116,23307.567,376666.223,11051.62,1868044.807,171.958457
20853,2019,US,US,WHOLE,EDUCA,22949.62,3667500.443,253.0,253.0,33395.843,166223.209,2344497.927,35658.827,1087724.638,646557.004,441167.634,166223.209,22010.399,146760.609,13080.26,1854427.737,159.806587
19994,2019,US,US,TRANS,PUBLI,27016.11,3659749.49,253.0,253.0,141544.557,105014.458,2012749.026,39205.939,1361235.51,816167.715,545067.796,105014.458,27889.842,313050.365,8974.575,1806589.783,135.46545
479,2019,US,US,ALUM1,FABRI,20187.42,3652638.987,253.0,253.0,57901.246,117952.665,2498576.378,30081.042,948127.656,546631.903,401495.753,117952.665,22321.146,428464.657,7703.724,1964085.961,180.936394
2272,2019,US,US,BUSIN,MOTO1,24160.34,3632055.528,253.0,253.0,72211.318,126424.946,2182761.309,38626.746,1212031.209,725651.413,486379.796,126424.946,25873.381,293425.668,11431.855,1643846.149,150.331309
