flow_id,year,region1,region2,industry1,demand_category,amount,flow_type
70,2019,AT,US,PRINT,Gross fixed capital formation,10.56,final_demand
71,2019,AT,US,PUBLI,Final consumption expenditure by households,0.28,final_demand
72,2019,AT,US,PUBLI,Gross fixed capital formation,3.86,final_demand
73,2019,AT,US,RAILW,Final consumption expenditure by households,0.81,final_demand
74,2019,AT,US,RAILW,Gross fixed capital formation,8.36,final_demand
75,2019,AT,US,REALE,Final consumption expenditure by households,1.74,final_demand
76,2019,AT,US,REALE,Gross fixed capital formation,35.68,final_demand
77,2019,AT,US,RECRE,Final consumption expenditure by households,1.13,final_demand
78,2019,AT,US,RECRE,Final consumption expenditure by non-profit organisations serving households (NPISH),3.30,final_demand
79,2019,AT,US,RESEA,Final consumption expenditure by non-profit organisations serving households (NPISH),30.80,final_demand
80,2019,AT,US,RETA1,Changes in inventories,1.20,final_demand
81,2019,AT,US,RETA1,Changes in valuables,0.01,final_demand
82,2019,AT,US,RETAI,Changes in inventories,0.42,final_demand
83,2019,AT,US,RETAI,Changes in valuables,0.02,final_demand
84,2019,AT,US,RETAI,Gross fixed capital formation,0.68,final_demand
85,2019,AT,US,RUBBE,Final consumption expenditure by households,164.60,final_demand
86,2019,AT,US,SALEM,Changes in inventories,1.36,final_demand
87,2019,AT,US,SALEM,Changes in valuables,0.03,final_demand
88,2019,AT,US,SALEM,Final consumption expenditure by households,6.04,final_demand
89,2019,AT,US,SALEM,Gross fixed capital formation,1.60,final_demand
90,2019,AT,US,SUGA1,Final consumption expenditure by households,0.02,final_demand
91,2019,AT,US,SUPPO,Changes in inventories,0.06,final_demand
92,2019,AT,US,SUPPO,Final consumption expenditure by households,4.51,final_demand
93,2019,AT,US,SUPPO,Gross fixed capital formation,8.90,final_demand
94,2019,AT,US,TEXTI,Final consumption expenditure by households,53.86,final_demand
95,2019,AT,US,TEXTI,Gross fixed capital formation,24.80,final_demand
96,2019,AT,US,TOBAC,Final consumption expenditure by households,0.01,final_demand
97,2019,AT,US,TRAN2,Final consumption expenditure by households,0.14,final_demand
98,2019,AT,US,TRAN2,Gross fixed capital formation,0.07,final_demand
99,2019,AT,US,TRANS,Final consumption expenditure by households,4.07,final_demand
100,2019,AT,US,TRANS,Gross fixed capital formation,188.95,final_demand
101,2019,AT,US,VEGE1,Final consumption expenditure by households,0.05,final_demand
102,2019,AT,US,VEGET,Final consumption expenditure by households,0.13,final_demand
103,2019,AT,US,WEARI,Final consumption expenditure by households,21.41,final_demand
104,2019,AT,US,WHEAT,Changes in inventories,0.01,final_demand
105,2019,AT,US,WHOLE,Final consumption expenditure by households,7.41,final_demand
106,2019,AT,US,WOODW,Final consumption expenditure by households,5.05,final_demand
107,2019,AT,US,WOODW,Gross fixed capital formation,32.11,final_demand
108,2019,AU,US,93197,Final consumption expenditure by households,4.00,final_demand
109,2019,AU,US,AIRTR,Final consumption expenditure by households,67.85,final_demand
110,2019,AU,US,AIRTR,Gross fixed capital formation,100.86,final_demand
111,2019,AU,US,ALUM1,Gross fixed capital formation,0.78,final_demand
112,2019,AU,US,ALUMI,Gross fixed capital formation,0.05,final_demand
113,2019,AU,US,ANIMA,Changes in inventories,0.54,final_demand
114,2019,AU,US,ANIMA,Final consumption expenditure by households,5.99,final_demand
115,2019,AU,US,AUXIL,Final consumption expenditure by households,0.74,final_demand
116,2019,AU,US,AUXIL,Gross fixed capital formation,0.58,final_demand
117,2019,AU,US,BASIC,Final consumption expenditure by households,1.19,final_demand
118,2019,AU,US,BASIC,Gross fixed capital formation,198.19,final_demand
119,2019,AU,US,BEVER,Final consumption expenditure by households,787.58,final_demand
120,2019,AU,US,BIODI,Final consumption expenditure by households,0.02,final_demand
121,2019,AU,US,BIOGA,Final consumption expenditure by households,0.71,final_demand
122,2019,AU,US,BUSIN,Changes in inventories,0.08,final_demand
123,2019,AU,US,BUSIN,Final consumption expenditure by households,72.37,final_demand
124,2019,AU,US,BUSIN,Final consumption expenditure by non-profit organisations serving households (NPISH),683.74,final_demand
125,2019,AU,US,BUSIN,Gross fixed capital formation,1052.59,final_demand
126,2019,AU,US,CERAM,Final consumption expenditure by households,6.93,final_demand
127,2019,AU,US,CHEM1,Changes in inventories,0.05,final_demand
128,2019,AU,US,CHEM1,Final consumption expenditure by households,470.43,final_demand
129,2019,AU,US,CHEM1,Gross fixed capital formation,170.92,final_demand
130,2019,AU,US,COMPU,Final consumption expenditure by households,9.70,final_demand
131,2019,AU,US,COMPU,Gross fixed capital formation,833.51,final_demand
132,2019,AU,US,CONST,Gross fixed capital formation,26.49,final_demand
133,2019,AU,US,DAIRY,Final consumption expenditure by households,12.64,final_demand
134,2019,AU,US,EDUCA,Final consumption expenditure by households,0.53,final_demand
135,2019,AU,US,EDUCA,Final consumption expenditure by non-profit organisations serving households (NPISH),5.52,final_demand
136,2019,AU,US,ELECT,Final consumption expenditure by households,17.50,final_demand
137,2019,AU,US,ELECT,Gross fixed capital formation,287.42,final_demand
138,2019,AU,US,FABRI,Gross fixed capital formation,249.22,final_demand
139,2019,AU,US,FINAN,Changes in inventories,0.18,final_demand
140,2019,AU,US,FINAN,Changes in valuables,0.01,final_demand
141,2019,AU,US,FINAN,Final consumption expenditure by households,270.20,final_demand
142,2019,AU,US,FINAN,Final consumption expenditure by non-profit organisations serving households (NPISH),688.29,final_demand
143,2019,AU,US,FISH5,Final consumption expenditure by households,57.54,final_demand
144,2019,AU,US,FISHF,Final consumption expenditure by households,60.36,final_demand
145,2019,AU,US,FISHF,Gross fixed capital formation,2.22,final_demand
146,2019,AU,US,FOOD5,Final consumption expenditure by households,867.16,final_demand
147,2019,AU,US,FOOD5,Gross fixed capital formation,0.18,final_demand
148,2019,AU,US,FURNI,Final consumption expenditure by households,573.92,final_demand
149,2019,AU,US,GASDI,Final consumption expenditure by households,1.42,final_demand
150,2019,AU,US,GLASS,Final consumption expenditure by households,0.81,final_demand
151,2019,AU,US,HEALT,Final consumption expenditure by non-profit organisations serving households (NPISH),41.36,final_demand
152,2019,AU,US,HEAVY,Changes in inventories,6.60,final_demand
153,2019,AU,US,HOTEL,Changes in inventories,1.87,final_demand
154,2019,AU,US,HOTEL,Changes in valuables,0.09,final_demand
155,2019,AU,US,HOTEL,Final consumption expenditure by non-profit organisations serving households (NPISH),441.16,final_demand
156,2019,AU,US,INLAN,Final consumption expenditure by households,0.57,final_demand
157,2019,AU,US,INLAN,Gross fixed capital formation,0.01,final_demand
158,2019,AU,US,INSUR,Changes in inventories,0.03,final_demand
159,2019,AU,US,INSUR,Final consumption expenditure by households,20.02,final_demand
160,2019,AU,US,INSUR,Gross fixed capital formation,30.94,final_demand
161,2019,AU,US,LANDT,Final consumption expenditure by households,14.54,final_demand
162,2019,AU,US,LANDT,Gross fixed capital formation,82.31,final_demand
163,2019,AU,US,LEATH,Final consumption expenditure by households,30.91,final_demand
164,2019,AU,US,MEAT1,Final consumption expenditure by households,2.93,final_demand
165,2019,AU,US,MEAT4,Final consumption expenditure by households,295.47,final_demand
166,2019,AU,US,MEAT4,Gross fixed capital formation,0.03,final_demand
167,2019,AU,US,MEATA,Changes in inventories,7.39,final_demand
168,2019,AU,US,MEATC,Final consumption expenditure by households,1193.86,final_demand
169,2019,AU,US,MEATC,Gross fixed capital formation,0.05,final_demand
170,2019,AU,US,MEDIC,Final consumption expenditure by households,68.22,final_demand
171,2019,AU,US,MEDIC,Gross fixed capital formation,29.65,final_demand
172,2019,AU,US,MEMBE,Final consumption expenditure by non-profit organisations serving households (NPISH),4.83,final_demand
173,2019,AU,US,MOTO1,Final consumption expenditure by households,3.87,final_demand
174,2019,AU,US,MOTO1,Gross fixed capital formation,395.58,final_demand
175,2019,AU,US,MOTOR,Changes in inventories,0.06,final_demand
176,2019,AU,US,MOTOR,Final consumption expenditure by households,7.66,final_demand
177,2019,AU,US,NFERT,Final consumption expenditure by households,0.02,final_demand
178,2019,AU,US,NONF1,Final consumption expenditure by households,0.10,final_demand
179,2019,AU,US,NONF1,Gross fixed capital formation,0.05,final_demand
180,2019,AU,US,NONME,Final consumption expenditure by households,0.29,final_demand
181,2019,AU,US,OFFIC,Final consumption expenditure by households,3.27,final_demand
182,2019,AU,US,OFFIC,Gross fixed capital formation,156.37,final_demand
183,2019,AU,US,OILSE,Changes in inventories,1.51,final_demand
184,2019,AU,US,PAPER,Final consumption expenditure by households,399.29,final_demand
185,2019,AU,US,PFERT,Final consumption expenditure by households,0.02,final_demand
186,2019,AU,US,PLAST,Changes in inventories,0.06,final_demand
187,2019,AU,US,POSTT,Changes in inventories,0.02,final_demand
188,2019,AU,US,POSTT,Final consumption expenditure by households,237.30,final_demand
189,2019,AU,US,POSTT,Gross fixed capital formation,0.24,final_demand
190,2019,AU,US,PRINT,Final consumption expenditure by households,27.17,final_demand
191,2019,AU,US,PRINT,Gross fixed capital formation,100.70,final_demand
192,2019,AU,US,PRIVA,Final consumption expenditure by households,827.54,final_demand
193,2019,AU,US,PROCE,Final consumption expenditure by households,0.06,final_demand
194,2019,AU,US,PUBLI,Final consumption expenditure by households,32.03,final_demand
195,2019,AU,US,PUBLI,Gross fixed capital formation,441.71,final_demand
196,2019,AU,US,RADIO,Gross fixed capital formation,25.17,final_demand
197,2019,AU,US,RAILW,Final consumption expenditure by households,1.42,final_demand
198,2019,AU,US,RAILW,Gross fixed capital formation,14.58,final_demand
199,2019,AU,US,REALE,Final consumption expenditure by households,3.24,final_demand
200,2019,AU,US,REALE,Gross fixed capital formation,66.67,final_demand
201,2019,AU,US,RECRE,Final consumption expenditure by households,1.89,final_demand
202,2019,AU,US,RECRE,Final consumption expenditure by non-profit organisations serving households (NPISH),5.52,final_demand
203,2019,AU,US,RECRE,Gross fixed capital formation,0.01,final_demand
204,2019,AU,US,RESEA,Final consumption expenditure by non-profit organisations serving households (NPISH),619.50,final_demand
205,2019,AU,US,RESEA,Gross fixed capital formation,0.03,final_demand
206,2019,AU,US,RETA1,Changes in inventories,0.40,final_demand
207,2019,AU,US,RETAI,Changes in inventories,0.11,final_demand
208,2019,AU,US,RETAI,Gross fixed capital formation,0.18,final_demand
209,2019,AU,US,RUBBE,Final consumption expenditure by households,82.88,final_demand
210,2019,AU,US,SALEM,Changes in inventories,0.79,final_demand
211,2019,AU,US,SALEM,Changes in valuables,0.02,final_demand
212,2019,AU,US,SALEM,Final consumption expenditure by households,3.54,final_demand
213,2019,AU,US,SALEM,Gross fixed capital formation,0.93,final_demand
214,2019,AU,US,SEACO,Final consumption expenditure by households,4.47,final_demand
215,2019,AU,US,SEACO,Gross fixed capital formation,37.63,final_demand
216,2019,AU,US,SUGA1,Final consumption expenditure by households,3.59,final_demand
217,2019,AU,US,SUPPO,Changes in inventories,0.13,final_demand
218,2019,AU,US,SUPPO,Final consumption expenditure by households,10.67,final_demand
219,2019,AU,US,SUPPO,Gross fixed capital formation,21.05,final_demand
220,2019,AU,US,TEXTI,Final consumption expenditure by households,60.98,final_demand
221,2019,AU,US,TEXTI,Gross fixed capital formation,28.08,final_demand
222,2019,AU,US,TOBAC,Final consumption expenditure by households,0.79,final_demand
223,2019,AU,US,TRAN2,Final consumption expenditure by households,0.58,final_demand
224,2019,AU,US,TRAN2,Gross fixed capital formation,0.29,final_demand
225,2019,AU,US,TRANS,Final consumption expenditure by households,23.49,final_demand
226,2019,AU,US,TRANS,Gross fixed capital formation,1089.84,final_demand
227,2019,AU,US,URANI,Gross fixed capital formation,63.09,final_demand
228,2019,AU,US,VEGET,Final consumption expenditure by households,92.93,final_demand
229,2019,AU,US,WEARI,Final consumption expenditure by households,52.30,final_demand
230,2019,AU,US,WHOLE,Final consumption expenditure by households,1.71,final_demand
231,2019,AU,US,WOODW,Final consumption expenditure by households,0.64,final_demand
232,2019,AU,US,WOODW,Gross fixed capital formation,4.09,final_demand
233,2019,AU,US,WOOLS,Changes in inventories,0.07,final_demand
234,2019,BE,US,93197,Final consumption expenditure by households,13.09,final_demand
235,2019,BE,US,AIRTR,Final consumption expenditure by households,97.24,final_demand
236,2019,BE,US,AIRTR,Gross fixed capital formation,144.54,final_demand
237,2019,BE,US,ALUM1,Gross fixed capital formation,0.74,final_demand
238,2019,BE,US,AUXIL,Final consumption expenditure by households,1.97,final_demand
239,2019,BE,US,AUXIL,Gross fixed capital formation,1.54,final_demand
240,2019,BE,US,BASIC,Final consumption expenditure by households,0.23,final_demand
241,2019,BE,US,BASIC,Gross fixed capital formation,37.91,final_demand
242,2019,BE,US,BEVER,Final consumption expenditure by households,306.70,final_demand
243,2019,BE,US,BUSIN,Changes in inventories,0.13,final_demand
244,2019,BE,US,BUSIN,Changes in valuables,0.01,final_demand
245,2019,BE,US,BUSIN,Final consumption expenditure by households,118.76,final_demand
246,2019,BE,US,BUSIN,Final consumption expenditure by non-profit organisations serving households (NPISH),1122.03,final_demand
247,2019,BE,US,BUSIN,Gross fixed capital formation,1727.33,final_demand
248,2019,BE,US,CERAM,Final consumption expenditure by households,3.22,final_demand
249,2019,BE,US,CHEM1,Changes in inventories,0.33,final_demand
250,2019,BE,US,CHEM1,Final consumption expenditure by households,2875.86,final_demand
251,2019,BE,US,CHEM1,Gross fixed capital formation,1044.88,final_demand
252,2019,BE,US,CHEMI,Final consumption expenditure by households,1.24,final_demand
253,2019,BE,US,COMPU,Final consumption expenditure by households,3.88,final_demand
254,2019,BE,US,COMPU,Gross fixed capital formation,333.72,final_demand
255,2019,BE,US,CONST,Final consumption expenditure by households,0.06,final_demand
256,2019,BE,US,CONST,Gross fixed capital formation,163.93,final_demand
257,2019,BE,US,COPP1,Gross fixed capital formation,0.02,final_demand
258,2019,BE,US,CROPS,Changes in inventories,1.28,final_demand
259,2019,BE,US,DAIRY,Final consumption expenditure by households,1.51,final_demand
260,2019,BE,US,EDUCA,Final consumption expenditure by households,2.51,final_demand
261,2019,BE,US,EDUCA,Final consumption expenditure by non-profit organisations serving households (NPISH),26.11,final_demand
262,2019,BE,US,FABRI,Gross fixed capital formation,282.24,final_demand
263,2019,BE,US,FINAN,Changes in inventories,0.08,final_demand
264,2019,BE,US,FINAN,Final consumption expenditure by households,115.81,final_demand
265,2019,BE,US,FINAN,Final consumption expenditure by non-profit organisations serving households (NPISH),295.02,final_demand
266,2019,BE,US,FISH5,Final consumption expenditure by households,0.42,final_demand
267,2019,BE,US,FISHF,Final consumption expenditure by households,0.02,final_demand
268,2019,BE,US,FOOD5,Final consumption expenditure by households,774.93,final_demand
269,2019,BE,US,FOOD5,Gross fixed capital formation,0.16,final_demand
270,2019,BE,US,FURNI,Final consumption expenditure by households,33.73,final_demand
271,2019,BE,US,GASDI,Final consumption expenditure by households,3.13,final_demand
272,2019,BE,US,GLASS,Final consumption expenditure by households,1.90,final_demand
273,2019,BE,US,HEALT,Final consumption expenditure by non-profit organisations serving households (NPISH),188.65,final_demand
274,2019,BE,US,HEAVY,Changes in inventories,180.66,final_demand
275,2019,BE,US,HOTEL,Changes in inventories,1.33,final_demand
276,2019,BE,US,HOTEL,Changes in valuables,0.07,final_demand
277,2019,BE,US,HOTEL,Final consumption expenditure by non-profit organisations serving households (NPISH),314.25,final_demand
278,2019,BE,US,INLAN,Final consumption expenditure by households,1.86,final_demand
279,2019,BE,US,INLAN,Gross fixed capital formation,0.04,final_demand
280,2019,BE,US,INSUR,Changes in inventories,0.01,final_demand
281,2019,BE,US,INSUR,Final consumption expenditure by households,9.87,final_demand
282,2019,BE,US,INSUR,Gross fixed capital formation,15.25,final_demand
283,2019,BE,US,LANDT,Final consumption expenditure by households,8.62,final_demand
284,2019,BE,US,LANDT,Gross fixed capital formation,48.80,final_demand
285,2019,BE,US,LEATH,Final consumption expenditure by households,5.00,final_demand
286,2019,BE,US,LIQUE,Changes in inventories,0.12,final_demand
287,2019,BE,US,LIQUE,Final consumption expenditure by households,0.06,final_demand
288,2019,BE,US,MACHI,Final consumption expenditure by households,16.23,final_demand
289,2019,BE,US,MACHI,Gross fixed capital formation,1058.64,final_demand
290,2019,BE,US,MEAT1,Final consumption expenditure by households,0.06,final_demand
291,2019,BE,US,MEAT4,Final consumption expenditure by households,0.34,final_demand
292,2019,BE,US,MEATC,Final consumption expenditure by households,0.03,final_demand
293,2019,BE,US,MEMBE,Final consumption expenditure by non-profit organisations serving households (NPISH),23.15,final_demand
294,2019,BE,US,MOTO1,Final consumption expenditure by households,14.16,final_demand
295,2019,BE,US,MOTO1,Gross fixed capital formation,1445.89,final_demand
296,2019,BE,US,MOTOR,Changes in inventories,0.21,final_demand
297,2019,BE,US,MOTOR,Final consumption expenditure by households,29.09,final_demand
298,2019,BE,US,NONF1,Final consumption expenditure by households,0.04,final_demand
299,2019,BE,US,NONF1,Gross fixed capital formation,0.02,final_demand
300,2019,BE,US,NONME,Final consumption expenditure by households,0.45,final_demand
301,2019,BE,US,NONSP,Changes in inventories,0.05,final_demand
302,2019,BE,US,OFFIC,Final consumption expenditure by households,5.35,final_demand
303,2019,BE,US,OFFIC,Gross fixed capital formation,255.68,final_demand
304,2019,BE,US,OILSE,Changes in inventories,0.04,final_demand
305,2019,BE,US,PAPER,Final consumption expenditure by households,24.11,final_demand
306,2019,BE,US,PETRO,Changes in inventories,0.06,final_demand
307,2019,BE,US,PLAST,Changes in inventories,0.56,final_demand
308,2019,BE,US,POSTT,Changes in inventories,0.06,final_demand
309,2019,BE,US,POSTT,Final consumption expenditure by households,730.38,final_demand
310,2019,BE,US,POSTT,Gross fixed capital formation,0.74,final_demand
311,2019,BE,US,PREC1,Final consumption expenditure by households,0.08,final_demand
312,2019,BE,US,PREC1,Gross fixed capital formation,0.08,final_demand
313,2019,BE,US,PRINT,Final consumption expenditure by households,6.82,final_demand
314,2019,BE,US,PRINT,Gross fixed capital formation,25.30,final_demand
315,2019,BE,US,PROCE,Final consumption expenditure by households,0.16,final_demand
316,2019,BE,US,PUBLI,Final consumption expenditure by households,9.87,final_demand
317,2019,BE,US,PUBLI,Gross fixed capital formation,136.11,final_demand
318,2019,BE,US,RAILW,Final consumption expenditure by households,1.11,final_demand
319,2019,BE,US,RAILW,Gross fixed capital formation,11.43,final_demand
320,2019,BE,US,REALE,Final consumption expenditure by households,8.62,final_demand
321,2019,BE,US,REALE,Gross fixed capital formation,177.29,final_demand
322,2019,BE,US,RECRE,Final consumption expenditure by households,13.23,final_demand
323,2019,BE,US,RECRE,Final consumption expenditure by non-profit organisations serving households (NPISH),38.74,final_demand
324,2019,BE,US,RECRE,Gross fixed capital formation,0.10,final_demand
325,2019,BE,US,REFI1,Changes in inventories,11.78,final_demand
326,2019,BE,US,RESEA,Final consumption expenditure by non-profit organisations serving households (NPISH),923.75,final_demand
327,2019,BE,US,RESEA,Gross fixed capital formation,0.05,final_demand
328,2019,BE,US,RETA1,Changes in inventories,0.94,final_demand
329,2019,BE,US,RETAI,Changes in inventories,0.30,final_demand
330,2019,BE,US,RETAI,Changes in valuables,0.01,final_demand
331,2019,BE,US,RETAI,Gross fixed capital formation,0.49,final_demand
332,2019,BE,US,RUBBE,Final consumption expenditure by households,162.73,final_demand
333,2019,BE,US,SALEM,Changes in inventories,2.39,final_demand
334,2019,BE,US,SALEM,Changes in valuables,0.06,final_demand
335,2019,BE,US,SALEM,Final consumption expenditure by households,10.62,final_demand
336,2019,BE,US,SALEM,Gross fixed capital formation,2.81,final_demand
337,2019,BE,US,SEACO,Final consumption expenditure by households,46.55,final_demand
338,2019,BE,US,SEACO,Gross fixed capital formation,391.53,final_demand
339,2019,BE,US,SUGA1,Final consumption expenditure by households,0.12,final_demand
340,2019,BE,US,SUPPO,Changes in inventories,0.15,final_demand
341,2019,BE,US,SUPPO,Final consumption expenditure by households,12.34,final_demand
342,2019,BE,US,SUPPO,Gross fixed capital formation,24.36,final_demand
343,2019,BE,US,TEXTI,Final consumption expenditure by households,179.82,final_demand
344,2019,BE,US,TEXTI,Gross fixed capital formation,82.81,final_demand
345,2019,BE,US,TOBAC,Final consumption expenditure by households,0.69,final_demand
346,2019,BE,US,TRAN2,Final consumption expenditure by households,0.16,final_demand
347,2019,BE,US,TRAN2,Gross fixed capital formation,0.08,final_demand
348,2019,BE,US,TRANS,Final consumption expenditure by households,13.88,final_demand
349,2019,BE,US,TRANS,Gross fixed capital formation,643.83,final_demand
350,2019,BE,US,VEGE1,Final consumption expenditure by households,0.08,final_demand
351,2019,BE,US,VEGET,Final consumption expenditure by households,4.81,final_demand
352,2019,BE,US,WEARI,Final consumption expenditure by households,12.65,final_demand
353,2019,BE,US,WHOLE,Final consumption expenditure by households,7.48,final_demand
354,2019,BE,US,WOODW,Final consumption expenditure by households,2.10,final_demand
355,2019,BE,US,WOODW,Gross fixed capital formation,13.37,final_demand
356,2019,BG,US,93197,Final consumption expenditure by households,0.01,final_demand
357,2019,BG,US,AIRTR,Final consumption expenditure by households,10.88,final_demand
358,2019,BG,US,AIRTR,Gross fixed capital formation,16.17,final_demand
359,2019,BG,US,ALUM1,Gross fixed capital formation,0.03,final_demand
360,2019,BG,US,ANIMA,Changes in inventories,0.01,final_demand
361,2019,BG,US,ANIMA,Final consumption expenditure by households,0.11,final_demand
362,2019,BG,US,AUXIL,Final consumption expenditure by households,0.02,final_demand
363,2019,BG,US,AUXIL,Gross fixed capital formation,0.01,final_demand
364,2019,BG,US,BASIC,Gross fixed capital formation,1.28,final_demand
365,2019,BG,US,BEVER,Final consumption expenditure by households,3.76,final_demand
366,2019,BG,US,BUSIN,Final consumption expenditure by households,0.14,final_demand
367,2019,BG,US,BUSIN,Final consumption expenditure by non-profit organisations serving households (NPISH),1.36,final_demand
368,2019,BG,US,BUSIN,Gross fixed capital formation,2.09,final_demand
369,2019,BG,US,CERAM,Final consumption expenditure by households,0.56,final_demand
370,2019,BG,US,CHEM1,Final consumption expenditure by households,7.37,final_demand
371,2019,BG,US,CHEM1,Gross fixed capital formation,2.68,final_demand
372,2019,BG,US,COMPU,Final consumption expenditure by households,1.46,final_demand
373,2019,BG,US,COMPU,Gross fixed capital formation,125.53,final_demand
374,2019,BG,US,CONST,Gross fixed capital formation,0.01,final_demand
375,2019,BG,US,COPP1,Gross fixed capital formation,0.02,final_demand
376,2019,BG,US,CROPS,Changes in inventories,14.83,final_demand
377,2019,BG,US,CROPS,Final consumption expenditure by households,0.03,final_demand
378,2019,BG,US,DAIRY,Final consumption expenditure by households,3.27,final_demand
379,2019,BG,US,FABRI,Gross fixed capital formation,19.28,final_demand
380,2019,BG,US,FISH5,Final consumption expenditure by households,2.26,final_demand
381,2019,BG,US,FISHF,Final consumption expenditure by households,0.03,final_demand
382,2019,BG,US,FOOD5,Final consumption expenditure by households,56.24,final_demand
383,2019,BG,US,FOOD5,Gross fixed capital formation,0.01,final_demand
