flow_id,year,region1,region2,industry1,demand_category,amount,flow_type
67,2019,AU,BR,EDUCA,Final consumption expenditure by households,0.02,final_demand
68,2019,AU,BR,ELECT,Changes in inventories,1.23,final_demand
69,2019,AU,BR,ELECT,Final consumption expenditure by households,1.10,final_demand
70,2019,AU,BR,FABRI,Final consumption expenditure by households,0.47,final_demand
71,2019,AU,BR,FABRI,Gross fixed capital formation,0.17,final_demand
72,2019,AU,BR,FISH5,Changes in inventories,0.02,final_demand
73,2019,AU,BR,FISH5,Final consumption expenditure by households,0.08,final_demand
74,2019,AU,BR,FISHF,Final consumption expenditure by households,0.03,final_demand
75,2019,AU,BR,FOOD5,Final consumption expenditure by households,4.45,final_demand
76,2019,AU,BR,FURNI,Final consumption expenditure by households,8.13,final_demand
77,2019,AU,BR,FURNI,Gross fixed capital formation,0.39,final_demand
78,2019,AU,BR,GASDI,Final consumption expenditure by households,0.02,final_demand
79,2019,AU,BR,HEALT,Final consumption expenditure by households,0.02,final_demand
80,2019,AU,BR,INLAN,Final consumption expenditure by households,0.05,final_demand
81,2019,AU,BR,LEATH,Final consumption expenditure by households,0.41,final_demand
82,2019,AU,BR,MEAT4,Final consumption expenditure by households,0.07,final_demand
83,2019,AU,BR,MEATA,Gross fixed capital formation,0.02,final_demand
84,2019,AU,BR,MEATC,Changes in inventories,0.01,final_demand
85,2019,AU,BR,MEATC,Final consumption expenditure by households,7.39,final_demand
86,2019,AU,BR,MEDIC,Gross fixed capital formation,2.23,final_demand
87,2019,AU,BR,MOTO1,Final consumption expenditure by households,2.16,final_demand
88,2019,AU,BR,MOTO1,Gross fixed capital formation,1.80,final_demand
89,2019,AU,BR,OFFIC,Changes in inventories,0.17,final_demand
90,2019,AU,BR,OFFIC,Final consumption expenditure by households,0.30,final_demand
91,2019,AU,BR,OFFIC,Gross fixed capital formation,0.38,final_demand
92,2019,AU,BR,PAPER,Final consumption expenditure by households,0.18,final_demand
93,2019,AU,BR,PRECI,Changes in inventories,0.02,final_demand
94,2019,AU,BR,PRINT,Final consumption expenditure by households,0.04,final_demand
95,2019,AU,BR,RADIO,Final consumption expenditure by households,0.19,final_demand
96,2019,AU,BR,RADIO,Gross fixed capital formation,0.29,final_demand
97,2019,AU,BR,RUBBE,Final consumption expenditure by households,1.97,final_demand
98,2019,AU,BR,SUBBI,Changes in inventories,0.28,final_demand
99,2019,AU,BR,TEXTI,Final consumption expenditure by households,0.66,final_demand
100,2019,AU,BR,TRANS,Final consumption expenditure by government,0.66,final_demand
101,2019,AU,BR,TRANS,Final consumption expenditure by households,4.10,final_demand
102,2019,AU,BR,TRANS,Gross fixed capital formation,4.12,final_demand
103,2019,AU,BR,VEGET,Final consumption expenditure by households,0.01,final_demand
104,2019,AU,BR,WEARI,Final consumption expenditure by households,0.05,final_demand
105,2019,AU,BR,WOODW,Final consumption expenditure by households,0.04,final_demand
106,2019,BE,BR,AIRTR,Final consumption expenditure by government,0.03,final_demand
107,2019,BE,BR,AIRTR,Final consumption expenditure by households,1.55,final_demand
108,2019,BE,BR,AIRTR,Gross fixed capital formation,0.73,final_demand
109,2019,BE,BR,AUXIL,Final consumption expenditure by government,0.01,final_demand
110,2019,BE,BR,BASIC,Final consumption expenditure by households,0.18,final_demand
111,2019,BE,BR,BASIC,Gross fixed capital formation,0.02,final_demand
112,2019,BE,BR,BEVER,Changes in inventories,0.74,final_demand
113,2019,BE,BR,BEVER,Final consumption expenditure by households,9.69,final_demand
114,2019,BE,BR,BIODI,Final consumption expenditure by government,0.26,final_demand
115,2019,BE,BR,BIOGA,Final consumption expenditure by government,0.09,final_demand
116,2019,BE,BR,BIOGA,Final consumption expenditure by households,0.10,final_demand
117,2019,BE,BR,BUSIN,Final consumption expenditure by government,0.74,final_demand
118,2019,BE,BR,BUSIN,Final consumption expenditure by households,16.25,final_demand
119,2019,BE,BR,BUSIN,Final consumption expenditure by non-profit organisations serving households (NPISH),0.11,final_demand
120,2019,BE,BR,BUSIN,Gross fixed capital formation,1.51,final_demand
121,2019,BE,BR,CEMEN,Final consumption expenditure by households,0.02,final_demand
122,2019,BE,BR,CERAM,Final consumption expenditure by households,0.06,final_demand
123,2019,BE,BR,CHEM1,Final consumption expenditure by households,147.84,final_demand
124,2019,BE,BR,COMPU,Final consumption expenditure by households,0.16,final_demand
125,2019,BE,BR,CONST,Final consumption expenditure by government,0.03,final_demand
126,2019,BE,BR,CONST,Final consumption expenditure by households,0.03,final_demand
127,2019,BE,BR,CONST,Final consumption expenditure by non-profit organisations serving households (NPISH),0.04,final_demand
128,2019,BE,BR,CONST,Gross fixed capital formation,0.04,final_demand
129,2019,BE,BR,CROPS,Final consumption expenditure by households,0.03,final_demand
130,2019,BE,BR,DAIRY,Final consumption expenditure by households,0.50,final_demand
131,2019,BE,BR,EDUCA,Final consumption expenditure by households,0.01,final_demand
132,2019,BE,BR,FABRI,Final consumption expenditure by households,8.95,final_demand
133,2019,BE,BR,FABRI,Gross fixed capital formation,3.17,final_demand
134,2019,BE,BR,FINAN,Final consumption expenditure by government,0.17,final_demand
135,2019,BE,BR,FOOD5,Final consumption expenditure by households,169.04,final_demand
136,2019,BE,BR,FURNI,Final consumption expenditure by households,0.38,final_demand
137,2019,BE,BR,FURNI,Gross fixed capital formation,0.02,final_demand
138,2019,BE,BR,GASDI,Final consumption expenditure by households,0.39,final_demand
139,2019,BE,BR,HEALT,Final consumption expenditure by households,0.01,final_demand
140,2019,BE,BR,INLAN,Final consumption expenditure by government,0.02,final_demand
141,2019,BE,BR,INLAN,Final consumption expenditure by households,1.71,final_demand
142,2019,BE,BR,INLAN,Gross fixed capital formation,0.21,final_demand
143,2019,BE,BR,INSUR,Final consumption expenditure by households,1.11,final_demand
144,2019,BE,BR,LANDT,Final consumption expenditure by government,0.24,final_demand
145,2019,BE,BR,LANDT,Final consumption expenditure by households,1.34,final_demand
146,2019,BE,BR,LANDT,Gross fixed capital formation,2.03,final_demand
147,2019,BE,BR,LEATH,Final consumption expenditure by households,0.10,final_demand
148,2019,BE,BR,MACHI,Final consumption expenditure by households,13.72,final_demand
149,2019,BE,BR,MACHI,Gross fixed capital formation,139.26,final_demand
150,2019,BE,BR,MOTO1,Final consumption expenditure by households,138.21,final_demand
151,2019,BE,BR,MOTO1,Gross fixed capital formation,114.76,final_demand
152,2019,BE,BR,MOTOR,Final consumption expenditure by households,0.33,final_demand
153,2019,BE,BR,NONME,Final consumption expenditure by households,0.11,final_demand
154,2019,BE,BR,OFFIC,Changes in inventories,1.19,final_demand
155,2019,BE,BR,OFFIC,Final consumption expenditure by households,2.09,final_demand
156,2019,BE,BR,OFFIC,Gross fixed capital formation,2.68,final_demand
157,2019,BE,BR,PAPER,Final consumption expenditure by households,0.30,final_demand
158,2019,BE,BR,PIGS9,Gross fixed capital formation,0.03,final_demand
159,2019,BE,BR,PREC1,Final consumption expenditure by households,0.03,final_demand
160,2019,BE,BR,PRINT,Final consumption expenditure by households,0.65,final_demand
161,2019,BE,BR,RAILW,Gross fixed capital formation,2.58,final_demand
162,2019,BE,BR,REALE,Final consumption expenditure by government,0.06,final_demand
163,2019,BE,BR,REALE,Final consumption expenditure by households,1.64,final_demand
164,2019,BE,BR,REALE,Gross fixed capital formation,0.05,final_demand
165,2019,BE,BR,RECRE,Final consumption expenditure by government,0.23,final_demand
166,2019,BE,BR,RECRE,Final consumption expenditure by non-profit organisations serving households (NPISH),0.01,final_demand
167,2019,BE,BR,RESEA,Gross fixed capital formation,0.74,final_demand
168,2019,BE,BR,RUBBE,Final consumption expenditure by households,12.07,final_demand
169,2019,BE,BR,SALEM,Final consumption expenditure by households,0.13,final_demand
170,2019,BE,BR,SEACO,Final consumption expenditure by government,1.11,final_demand
171,2019,BE,BR,SEACO,Final consumption expenditure by households,40.85,final_demand
172,2019,BE,BR,SEACO,Gross fixed capital formation,11.07,final_demand
173,2019,BE,BR,SUPPO,Final consumption expenditure by government,4.94,final_demand
174,2019,BE,BR,SUPPO,Final consumption expenditure by non-profit organisations serving households (NPISH),0.04,final_demand
175,2019,BE,BR,SUPPO,Gross fixed capital formation,3.36,final_demand
176,2019,BE,BR,TEXTI,Final consumption expenditure by government,0.04,final_demand
177,2019,BE,BR,TEXTI,Final consumption expenditure by households,4.57,final_demand
178,2019,BE,BR,TOBAC,Final consumption expenditure by households,0.03,final_demand
179,2019,BE,BR,TRAN2,Final consumption expenditure by households,0.02,final_demand
180,2019,BE,BR,TRANS,Final consumption expenditure by government,1.91,final_demand
181,2019,BE,BR,TRANS,Final consumption expenditure by households,11.90,final_demand
182,2019,BE,BR,TRANS,Gross fixed capital formation,11.95,final_demand
183,2019,BE,BR,VEGE1,Final consumption expenditure by households,0.13,final_demand
184,2019,BE,BR,VEGET,Final consumption expenditure by households,0.10,final_demand
185,2019,BE,BR,WEARI,Final consumption expenditure by households,0.27,final_demand
186,2019,BE,BR,WHOLE,Final consumption expenditure by government,1.26,final_demand
187,2019,BE,BR,WOODW,Final consumption expenditure by households,0.14,final_demand
188,2019,BG,BR,AIRTR,Final consumption expenditure by households,0.05,final_demand
189,2019,BG,BR,AIRTR,Gross fixed capital formation,0.02,final_demand
190,2019,BG,BR,BEVER,Changes in inventories,0.01,final_demand
191,2019,BG,BR,BEVER,Final consumption expenditure by households,0.17,final_demand
192,2019,BG,BR,CHEM1,Final consumption expenditure by households,0.38,final_demand
193,2019,BG,BR,CROPS,Final consumption expenditure by households,0.14,final_demand
194,2019,BG,BR,CROPS,Gross fixed capital formation,0.02,final_demand
195,2019,BG,BR,EDUCA,Final consumption expenditure by households,0.01,final_demand
196,2019,BG,BR,FABRI,Final consumption expenditure by households,0.45,final_demand
197,2019,BG,BR,FABRI,Gross fixed capital formation,0.16,final_demand
198,2019,BG,BR,FOOD5,Final consumption expenditure by households,5.84,final_demand
199,2019,BG,BR,HEALT,Final consumption expenditure by households,0.01,final_demand
200,2019,BG,BR,LEATH,Final consumption expenditure by households,0.01,final_demand
201,2019,BG,BR,MOTO1,Final consumption expenditure by households,0.78,final_demand
202,2019,BG,BR,MOTO1,Gross fixed capital formation,0.65,final_demand
203,2019,BG,BR,NONME,Final consumption expenditure by households,0.02,final_demand
204,2019,BG,BR,OFFIC,Changes in inventories,0.05,final_demand
205,2019,BG,BR,OFFIC,Final consumption expenditure by households,0.08,final_demand
206,2019,BG,BR,OFFIC,Gross fixed capital formation,0.11,final_demand
207,2019,BG,BR,OILSE,Final consumption expenditure by households,0.42,final_demand
208,2019,BG,BR,PAPER,Final consumption expenditure by households,0.04,final_demand
209,2019,BG,BR,PFERT,Final consumption expenditure by households,0.01,final_demand
210,2019,BG,BR,RUBBE,Final consumption expenditure by households,0.63,final_demand
211,2019,BG,BR,SEACO,Final consumption expenditure by households,0.16,final_demand
212,2019,BG,BR,SEACO,Gross fixed capital formation,0.04,final_demand
213,2019,BG,BR,TEXTI,Final consumption expenditure by households,0.31,final_demand
214,2019,BG,BR,TRANS,Final consumption expenditure by government,0.01,final_demand
215,2019,BG,BR,TRANS,Final consumption expenditure by households,0.07,final_demand
216,2019,BG,BR,TRANS,Gross fixed capital formation,0.07,final_demand
217,2019,BG,BR,WEARI,Final consumption expenditure by households,2.42,final_demand
218,2019,CA,BR,ANIMA,Final consumption expenditure by households,11.34,final_demand
219,2019,CA,BR,BASIC,Final consumption expenditure by households,0.27,final_demand
220,2019,CA,BR,BASIC,Gross fixed capital formation,0.03,final_demand
221,2019,CA,BR,BEVER,Changes in inventories,0.31,final_demand
222,2019,CA,BR,BEVER,Final consumption expenditure by households,4.06,final_demand
223,2019,CA,BR,BIODI,Final consumption expenditure by government,0.09,final_demand
224,2019,CA,BR,CERAM,Final consumption expenditure by households,0.04,final_demand
225,2019,CA,BR,CEREA,Final consumption expenditure by households,0.21,final_demand
226,2019,CA,BR,CHEM1,Final consumption expenditure by households,30.49,final_demand
227,2019,CA,BR,DAIRY,Changes in inventories,0.03,final_demand
228,2019,CA,BR,DAIRY,Final consumption expenditure by households,6.08,final_demand
229,2019,CA,BR,ELECT,Changes in inventories,0.59,final_demand
230,2019,CA,BR,ELECT,Final consumption expenditure by households,0.53,final_demand
231,2019,CA,BR,FABRI,Final consumption expenditure by households,5.57,final_demand
232,2019,CA,BR,FABRI,Gross fixed capital formation,1.97,final_demand
233,2019,CA,BR,FISH5,Changes in inventories,0.27,final_demand
234,2019,CA,BR,FISH5,Final consumption expenditure by households,1.38,final_demand
235,2019,CA,BR,FISHF,Final consumption expenditure by households,0.06,final_demand
236,2019,CA,BR,FOOD5,Final consumption expenditure by households,49.39,final_demand
237,2019,CA,BR,FURNI,Final consumption expenditure by households,5.83,final_demand
238,2019,CA,BR,FURNI,Gross fixed capital formation,0.28,final_demand
239,2019,CA,BR,GASDI,Final consumption expenditure by households,1.39,final_demand
240,2019,CA,BR,INLAN,Final consumption expenditure by households,0.03,final_demand
241,2019,CA,BR,LEATH,Final consumption expenditure by households,2.90,final_demand
242,2019,CA,BR,MEAT1,Final consumption expenditure by households,0.02,final_demand
243,2019,CA,BR,MEDIC,Gross fixed capital formation,2.98,final_demand
244,2019,CA,BR,MOTO1,Final consumption expenditure by households,4.84,final_demand
245,2019,CA,BR,MOTO1,Gross fixed capital formation,4.02,final_demand
246,2019,CA,BR,MOTOR,Final consumption expenditure by households,1.50,final_demand
247,2019,CA,BR,NONME,Final consumption expenditure by households,0.40,final_demand
248,2019,CA,BR,OFFIC,Changes in inventories,1.52,final_demand
249,2019,CA,BR,OFFIC,Final consumption expenditure by households,2.67,final_demand
250,2019,CA,BR,OFFIC,Gross fixed capital formation,3.42,final_demand
251,2019,CA,BR,OILSE,Final consumption expenditure by households,0.34,final_demand
252,2019,CA,BR,PAPER,Final consumption expenditure by households,13.95,final_demand
253,2019,CA,BR,PFERT,Final consumption expenditure by households,1.53,final_demand
254,2019,CA,BR,POULT,Final consumption expenditure by households,0.05,final_demand
255,2019,CA,BR,PRINT,Final consumption expenditure by households,0.32,final_demand
256,2019,CA,BR,RADIO,Final consumption expenditure by households,7.68,final_demand
257,2019,CA,BR,RADIO,Gross fixed capital formation,12.10,final_demand
258,2019,CA,BR,RUBBE,Final consumption expenditure by households,3.85,final_demand
259,2019,CA,BR,TEXTI,Final consumption expenditure by households,1.04,final_demand
260,2019,CA,BR,TOBAC,Final consumption expenditure by households,0.07,final_demand
261,2019,CA,BR,TRANS,Final consumption expenditure by government,4.96,final_demand
262,2019,CA,BR,TRANS,Final consumption expenditure by households,30.93,final_demand
263,2019,CA,BR,TRANS,Gross fixed capital formation,31.06,final_demand
264,2019,CA,BR,VEGET,Final consumption expenditure by households,4.09,final_demand
265,2019,CA,BR,WEARI,Final consumption expenditure by households,0.28,final_demand
266,2019,CA,BR,WHEAT,Final consumption expenditure by households,9.06,final_demand
267,2019,CA,BR,WOODW,Final consumption expenditure by households,0.04,final_demand
268,2019,CH,BR,BASIC,Final consumption expenditure by households,0.03,final_demand
269,2019,CH,BR,BEVER,Changes in inventories,1.06,final_demand
270,2019,CH,BR,BEVER,Final consumption expenditure by households,13.82,final_demand
271,2019,CH,BR,BIODI,Final consumption expenditure by government,0.02,final_demand
272,2019,CH,BR,CERAM,Final consumption expenditure by households,0.07,final_demand
273,2019,CH,BR,CHEM1,Final consumption expenditure by households,1011.90,final_demand
274,2019,CH,BR,DAIRY,Final consumption expenditure by households,0.47,final_demand
275,2019,CH,BR,EDUCA,Final consumption expenditure by households,0.03,final_demand
276,2019,CH,BR,FABRI,Final consumption expenditure by households,98.09,final_demand
277,2019,CH,BR,FABRI,Gross fixed capital formation,34.73,final_demand
278,2019,CH,BR,FOOD5,Final consumption expenditure by households,216.19,final_demand
279,2019,CH,BR,FURNI,Final consumption expenditure by households,2.93,final_demand
280,2019,CH,BR,FURNI,Gross fixed capital formation,0.14,final_demand
281,2019,CH,BR,GASDI,Final consumption expenditure by households,0.35,final_demand
282,2019,CH,BR,HEALT,Final consumption expenditure by households,0.03,final_demand
283,2019,CH,BR,INLAN,Final consumption expenditure by households,0.09,final_demand
284,2019,CH,BR,INLAN,Gross fixed capital formation,0.01,final_demand
285,2019,CH,BR,INSUR,Final consumption expenditure by households,0.01,final_demand
286,2019,CH,BR,LEATH,Final consumption expenditure by households,0.35,final_demand
287,2019,CH,BR,LIQUE,Final consumption expenditure by households,0.27,final_demand
288,2019,CH,BR,MOTO1,Final consumption expenditure by households,10.71,final_demand
289,2019,CH,BR,MOTO1,Gross fixed capital formation,8.89,final_demand
290,2019,CH,BR,MOTOR,Final consumption expenditure by households,0.05,final_demand
291,2019,CH,BR,NONME,Final consumption expenditure by households,0.78,final_demand
292,2019,CH,BR,OFFIC,Changes in inventories,1.45,final_demand
293,2019,CH,BR,OFFIC,Final consumption expenditure by households,2.55,final_demand
294,2019,CH,BR,OFFIC,Gross fixed capital formation,3.27,final_demand
295,2019,CH,BR,PAPER,Final consumption expenditure by households,0.90,final_demand
296,2019,CH,BR,PRINT,Final consumption expenditure by households,0.64,final_demand
297,2019,CH,BR,RAILW,Gross fixed capital formation,0.01,final_demand
298,2019,CH,BR,REALE,Final consumption expenditure by households,0.01,final_demand
299,2019,CH,BR,RESEA,Gross fixed capital formation,0.01,final_demand
300,2019,CH,BR,RUBBE,Final consumption expenditure by households,9.16,final_demand
301,2019,CH,BR,SALEM,Final consumption expenditure by households,0.01,final_demand
302,2019,CH,BR,SUGA1,Final consumption expenditure by households,0.03,final_demand
303,2019,CH,BR,TEXTI,Final consumption expenditure by government,0.01,final_demand
304,2019,CH,BR,TEXTI,Final consumption expenditure by households,1.43,final_demand
305,2019,CH,BR,TOBAC,Final consumption expenditure by households,0.69,final_demand
306,2019,CH,BR,TRANS,Final consumption expenditure by government,0.60,final_demand
307,2019,CH,BR,TRANS,Final consumption expenditure by households,3.74,final_demand
308,2019,CH,BR,TRANS,Gross fixed capital formation,3.75,final_demand
309,2019,CH,BR,VEGE1,Final consumption expenditure by households,0.16,final_demand
310,2019,CH,BR,WEARI,Final consumption expenditure by households,0.85,final_demand
311,2019,CH,BR,WOODW,Final consumption expenditure by households,0.21,final_demand
312,2019,CN,BR,ALUM1,Final consumption expenditure by households,0.14,final_demand
313,2019,CN,BR,ALUM1,Gross fixed capital formation,0.11,final_demand
314,2019,CN,BR,ANIMA,Final consumption expenditure by households,0.24,final_demand
315,2019,CN,BR,BASIC,Final consumption expenditure by households,10.15,final_demand
316,2019,CN,BR,BASIC,Gross fixed capital formation,1.03,final_demand
317,2019,CN,BR,BEVER,Final consumption expenditure by households,0.10,final_demand
318,2019,CN,BR,BRICK,Final consumption expenditure by households,0.03,final_demand
319,2019,CN,BR,CEMEN,Final consumption expenditure by households,1.22,final_demand
320,2019,CN,BR,CERAM,Final consumption expenditure by households,6.69,final_demand
321,2019,CN,BR,CEREA,Final consumption expenditure by households,0.01,final_demand
322,2019,CN,BR,CHEM1,Final consumption expenditure by households,2711.64,final_demand
323,2019,CN,BR,COPPE,Changes in inventories,0.01,final_demand
324,2019,CN,BR,CROPS,Final consumption expenditure by households,4.49,final_demand
325,2019,CN,BR,CROPS,Gross fixed capital formation,0.57,final_demand
326,2019,CN,BR,DAIRY,Final consumption expenditure by households,0.01,final_demand
327,2019,CN,BR,ELECT,Changes in inventories,149.35,final_demand
328,2019,CN,BR,ELECT,Final consumption expenditure by households,134.42,final_demand
329,2019,CN,BR,FABRI,Final consumption expenditure by households,221.45,final_demand
330,2019,CN,BR,FABRI,Gross fixed capital formation,78.40,final_demand
331,2019,CN,BR,FISH5,Changes in inventories,11.95,final_demand
332,2019,CN,BR,FISH5,Final consumption expenditure by households,61.23,final_demand
333,2019,CN,BR,FISHF,Final consumption expenditure by households,0.99,final_demand
334,2019,CN,BR,FOOD5,Final consumption expenditure by households,305.40,final_demand
335,2019,CN,BR,FORES,Final consumption expenditure by households,0.11,final_demand
336,2019,CN,BR,FORES,Gross fixed capital formation,0.01,final_demand
337,2019,CN,BR,FURNI,Final consumption expenditure by households,1088.95,final_demand
338,2019,CN,BR,FURNI,Gross fixed capital formation,51.94,final_demand
339,2019,CN,BR,GASDI,Final consumption expenditure by households,0.01,final_demand
340,2019,CN,BR,IRONO,Gross fixed capital formation,0.02,final_demand
341,2019,CN,BR,LEATH,Final consumption expenditure by government,0.44,final_demand
342,2019,CN,BR,LEATH,Final consumption expenditure by households,547.52,final_demand
343,2019,CN,BR,LIQUE,Final consumption expenditure by households,0.30,final_demand
344,2019,CN,BR,MACHI,Final consumption expenditure by households,69.62,final_demand
345,2019,CN,BR,MACHI,Gross fixed capital formation,706.60,final_demand
346,2019,CN,BR,MEATC,Final consumption expenditure by households,0.13,final_demand
347,2019,CN,BR,MEDIC,Gross fixed capital formation,96.19,final_demand
348,2019,CN,BR,MOTO1,Final consumption expenditure by households,583.26,final_demand
349,2019,CN,BR,MOTO1,Gross fixed capital formation,484.30,final_demand
350,2019,CN,BR,NONF1,Final consumption expenditure by households,0.02,final_demand
351,2019,CN,BR,NONME,Final consumption expenditure by households,5.74,final_demand
352,2019,CN,BR,OFFIC,Changes in inventories,132.03,final_demand
353,2019,CN,BR,OFFIC,Final consumption expenditure by households,232.82,final_demand
354,2019,CN,BR,OFFIC,Gross fixed capital formation,298.32,final_demand
355,2019,CN,BR,OILSE,Final consumption expenditure by households,0.20,final_demand
356,2019,CN,BR,PAPER,Final consumption expenditure by households,44.15,final_demand
357,2019,CN,BR,PATEN,Final consumption expenditure by government,0.20,final_demand
358,2019,CN,BR,PATEN,Gross fixed capital formation,0.13,final_demand
359,2019,CN,BR,PFERT,Final consumption expenditure by households,1.14,final_demand
360,2019,CN,BR,PRINT,Final consumption expenditure by households,13.29,final_demand
361,2019,CN,BR,RADIO,Final consumption expenditure by households,441.56,final_demand
362,2019,CN,BR,RADIO,Gross fixed capital formation,695.52,final_demand
363,2019,CN,BR,RUBBE,Final consumption expenditure by households,281.58,final_demand
364,2019,CN,BR,TEXTI,Final consumption expenditure by government,2.92,final_demand
365,2019,CN,BR,TEXTI,Final consumption expenditure by households,371.24,final_demand
366,2019,CN,BR,TOBAC,Final consumption expenditure by households,0.35,final_demand
367,2019,CN,BR,TRANS,Final consumption expenditure by government,146.97,final_demand
368,2019,CN,BR,TRANS,Final consumption expenditure by households,916.49,final_demand
369,2019,CN,BR,TRANS,Gross fixed capital formation,920.41,final_demand
370,2019,CN,BR,VEGE1,Final consumption expenditure by households,0.07,final_demand
371,2019,CN,BR,VEGET,Final consumption expenditure by households,21.71,final_demand
372,2019,CN,BR,WEARI,Final consumption expenditure by government,1.67,final_demand
373,2019,CN,BR,WEARI,Final consumption expenditure by households,895.75,final_demand
374,2019,CN,BR,WOODW,Final consumption expenditure by households,14.14,final_demand
375,2019,CN,BR,WOODW,Gross fixed capital formation,0.30,final_demand
