flow_id,year,region1,region2,industry1,demand_category,amount,flow_type
37,2019,AT,IN,OFFIC,Gross fixed capital formation,8.28,final_demand
38,2019,AT,IN,OILSE,Final consumption expenditure by households,0.03,final_demand
39,2019,AT,IN,PAPER,Final consumption expenditure by households,0.84,final_demand
40,2019,AT,IN,POSTT,Final consumption expenditure by government,0.02,final_demand
41,2019,AT,IN,POSTT,Final consumption expenditure by households,1.02,final_demand
42,2019,AT,IN,POSTT,Gross fixed capital formation,0.04,final_demand
43,2019,AT,IN,PRINT,Final consumption expenditure by government,0.10,final_demand
44,2019,AT,IN,PUBLI,Changes in inventories,0.01,final_demand
45,2019,AT,IN,PUBLI,Final consumption expenditure by households,0.01,final_demand
46,2019,AT,IN,PUBLI,Gross fixed capital formation,0.01,final_demand
47,2019,AT,IN,REALE,Final consumption expenditure by households,4.13,final_demand
48,2019,AT,IN,REALE,Gross fixed capital formation,0.06,final_demand
49,2019,AT,IN,RESEA,Gross fixed capital formation,3.18,final_demand
50,2019,AT,IN,RETA1,Changes in valuables,0.20,final_demand
51,2019,AT,IN,RETAI,Final consumption expenditure by households,0.26,final_demand
52,2019,AT,IN,RUBBE,Changes in inventories,1.83,final_demand
53,2019,AT,IN,RUBBE,Final consumption expenditure by households,15.04,final_demand
54,2019,AT,IN,RUBBE,Gross fixed capital formation,2.33,final_demand
55,2019,AT,IN,TEXTI,Changes in inventories,0.04,final_demand
56,2019,AT,IN,TEXTI,Final consumption expenditure by households,14.84,final_demand
57,2019,AT,IN,TEXTI,Gross fixed capital formation,0.04,final_demand
58,2019,AT,IN,TRANS,Changes in inventories,4.95,final_demand
59,2019,AT,IN,TRANS,Gross fixed capital formation,18.93,final_demand
60,2019,AT,IN,VEGET,Final consumption expenditure by households,3.91,final_demand
61,2019,AT,IN,WEARI,Final consumption expenditure by households,0.33,final_demand
62,2019,AT,IN,WOODW,Final consumption expenditure by households,2.60,final_demand
63,2019,AU,IN,ANIMA,Changes in inventories,0.18,final_demand
64,2019,AU,IN,ANIMA,Final consumption expenditure by households,0.36,final_demand
65,2019,AU,IN,BEVER,Final consumption expenditure by households,21.64,final_demand
66,2019,AU,IN,BITUM,Final consumption expenditure by government,0.88,final_demand
67,2019,AU,IN,BITUM,Final consumption expenditure by households,58.31,final_demand
68,2019,AU,IN,CHEM1,Final consumption expenditure by households,20.11,final_demand
69,2019,AU,IN,DAIRY,Final consumption expenditure by households,0.08,final_demand
70,2019,AU,IN,EDUCA,Final consumption expenditure by households,0.02,final_demand
71,2019,AU,IN,ELECT,Final consumption expenditure by households,0.27,final_demand
72,2019,AU,IN,ELECT,Gross fixed capital formation,53.43,final_demand
73,2019,AU,IN,FABRI,Final consumption expenditure by households,0.18,final_demand
74,2019,AU,IN,FISHF,Final consumption expenditure by households,0.01,final_demand
75,2019,AU,IN,FOOD5,Final consumption expenditure by households,28.92,final_demand
76,2019,AU,IN,FURNI,Final consumption expenditure by households,13.33,final_demand
77,2019,AU,IN,FURNI,Gross fixed capital formation,34.57,final_demand
78,2019,AU,IN,GASDI,Final consumption expenditure by households,0.18,final_demand
79,2019,AU,IN,HEALT,Final consumption expenditure by households,0.02,final_demand
80,2019,AU,IN,HOTEL,Final consumption expenditure by households,0.02,final_demand
81,2019,AU,IN,KEROS,Changes in inventories,2.54,final_demand
82,2019,AU,IN,LEATH,Final consumption expenditure by households,10.14,final_demand
83,2019,AU,IN,LIQUE,Changes in inventories,0.03,final_demand
84,2019,AU,IN,LIQUE,Final consumption expenditure by households,25.61,final_demand
85,2019,AU,IN,MEAT4,Final consumption expenditure by households,0.03,final_demand
86,2019,AU,IN,MEATA,Changes in inventories,0.92,final_demand
87,2019,AU,IN,MEDIC,Changes in inventories,0.84,final_demand
88,2019,AU,IN,MEDIC,Final consumption expenditure by households,0.14,final_demand
89,2019,AU,IN,MEDIC,Gross fixed capital formation,19.67,final_demand
90,2019,AU,IN,MOTO1,Final consumption expenditure by households,2.04,final_demand
91,2019,AU,IN,MOTO1,Gross fixed capital formation,14.99,final_demand
92,2019,AU,IN,MOTOR,Final consumption expenditure by households,0.83,final_demand
93,2019,AU,IN,OFFIC,Final consumption expenditure by households,3.13,final_demand
94,2019,AU,IN,OFFIC,Gross fixed capital formation,3.47,final_demand
95,2019,AU,IN,OILSE,Final consumption expenditure by households,0.01,final_demand
96,2019,AU,IN,PAPER,Final consumption expenditure by households,4.76,final_demand
97,2019,AU,IN,PRINT,Final consumption expenditure by government,0.04,final_demand
98,2019,AU,IN,PROCE,Final consumption expenditure by households,0.03,final_demand
99,2019,AU,IN,RADIO,Changes in inventories,0.03,final_demand
100,2019,AU,IN,RADIO,Final consumption expenditure by households,0.26,final_demand
101,2019,AU,IN,REALE,Final consumption expenditure by households,0.01,final_demand
102,2019,AU,IN,RESEA,Gross fixed capital formation,0.01,final_demand
103,2019,AU,IN,RETAI,Final consumption expenditure by households,0.01,final_demand
104,2019,AU,IN,RUBBE,Changes in inventories,1.40,final_demand
105,2019,AU,IN,RUBBE,Final consumption expenditure by households,11.52,final_demand
106,2019,AU,IN,RUBBE,Gross fixed capital formation,1.78,final_demand
107,2019,AU,IN,SUGA1,Final consumption expenditure by households,0.05,final_demand
108,2019,AU,IN,TEXTI,Changes in inventories,0.04,final_demand
109,2019,AU,IN,TEXTI,Final consumption expenditure by households,16.18,final_demand
110,2019,AU,IN,TEXTI,Gross fixed capital formation,0.05,final_demand
111,2019,AU,IN,TRANS,Changes in inventories,1.84,final_demand
112,2019,AU,IN,TRANS,Gross fixed capital formation,7.03,final_demand
113,2019,AU,IN,VEGET,Final consumption expenditure by households,208.76,final_demand
114,2019,AU,IN,WEARI,Final consumption expenditure by households,1.87,final_demand
115,2019,AU,IN,WHEAT,Final consumption expenditure by households,4.64,final_demand
116,2019,AU,IN,WOODW,Final consumption expenditure by households,0.17,final_demand
117,2019,AU,IN,WOOLS,Changes in inventories,19.13,final_demand
118,2019,BE,IN,AIRTR,Changes in inventories,1.94,final_demand
119,2019,BE,IN,AIRTR,Changes in valuables,0.26,final_demand
120,2019,BE,IN,AIRTR,Gross fixed capital formation,4.30,final_demand
121,2019,BE,IN,AUXIL,Final consumption expenditure by government,0.02,final_demand
122,2019,BE,IN,AUXIL,Gross fixed capital formation,0.08,final_demand
123,2019,BE,IN,BEVER,Final consumption expenditure by households,47.14,final_demand
124,2019,BE,IN,BUSIN,Final consumption expenditure by government,0.46,final_demand
125,2019,BE,IN,BUSIN,Final consumption expenditure by non-profit organisations serving households (NPISH),0.02,final_demand
126,2019,BE,IN,BUSIN,Gross fixed capital formation,11.61,final_demand
127,2019,BE,IN,CHEM1,Final consumption expenditure by households,84.02,final_demand
128,2019,BE,IN,CONST,Changes in inventories,0.15,final_demand
129,2019,BE,IN,CONST,Changes in valuables,0.04,final_demand
130,2019,BE,IN,CONST,Final consumption expenditure by government,0.08,final_demand
131,2019,BE,IN,CONST,Final consumption expenditure by households,0.16,final_demand
132,2019,BE,IN,CONST,Final consumption expenditure by non-profit organisations serving households (NPISH),0.03,final_demand
133,2019,BE,IN,CONST,Gross fixed capital formation,0.17,final_demand
134,2019,BE,IN,CROPS,Final consumption expenditure by households,0.25,final_demand
135,2019,BE,IN,DAIRY,Final consumption expenditure by households,0.46,final_demand
136,2019,BE,IN,EDUCA,Final consumption expenditure by households,3.51,final_demand
137,2019,BE,IN,FABRI,Final consumption expenditure by households,0.29,final_demand
138,2019,BE,IN,FISH5,Final consumption expenditure by households,1.61,final_demand
139,2019,BE,IN,FOOD5,Final consumption expenditure by households,27.58,final_demand
140,2019,BE,IN,FURNI,Final consumption expenditure by households,1.07,final_demand
141,2019,BE,IN,FURNI,Gross fixed capital formation,2.78,final_demand
142,2019,BE,IN,HEALT,Final consumption expenditure by households,5.86,final_demand
143,2019,BE,IN,HOTEL,Final consumption expenditure by households,64.06,final_demand
144,2019,BE,IN,INLAN,Final consumption expenditure by households,0.03,final_demand
145,2019,BE,IN,INLAN,Gross fixed capital formation,0.02,final_demand
146,2019,BE,IN,KEROS,Changes in inventories,9.81,final_demand
147,2019,BE,IN,LANDT,Changes in inventories,0.11,final_demand
148,2019,BE,IN,LANDT,Changes in valuables,0.07,final_demand
149,2019,BE,IN,LANDT,Gross fixed capital formation,0.12,final_demand
150,2019,BE,IN,LEATH,Final consumption expenditure by households,0.33,final_demand
151,2019,BE,IN,MACHI,Changes in inventories,77.18,final_demand
152,2019,BE,IN,MACHI,Final consumption expenditure by households,18.16,final_demand
153,2019,BE,IN,MACHI,Gross fixed capital formation,297.89,final_demand
154,2019,BE,IN,MEATP,Final consumption expenditure by households,0.09,final_demand
155,2019,BE,IN,MOTO1,Final consumption expenditure by households,3.08,final_demand
156,2019,BE,IN,MOTO1,Gross fixed capital formation,22.63,final_demand
157,2019,BE,IN,MOTOR,Final consumption expenditure by households,0.04,final_demand
158,2019,BE,IN,NONME,Final consumption expenditure by households,0.02,final_demand
159,2019,BE,IN,OFFIC,Final consumption expenditure by households,7.14,final_demand
160,2019,BE,IN,OFFIC,Gross fixed capital formation,7.91,final_demand
161,2019,BE,IN,PAPER,Final consumption expenditure by households,0.87,final_demand
162,2019,BE,IN,POSTT,Final consumption expenditure by government,0.19,final_demand
163,2019,BE,IN,POSTT,Final consumption expenditure by households,9.94,final_demand
164,2019,BE,IN,POSTT,Gross fixed capital formation,0.38,final_demand
165,2019,BE,IN,PRINT,Final consumption expenditure by government,0.01,final_demand
166,2019,BE,IN,PROCE,Final consumption expenditure by households,0.04,final_demand
167,2019,BE,IN,REALE,Final consumption expenditure by government,0.02,final_demand
168,2019,BE,IN,REALE,Final consumption expenditure by households,27.85,final_demand
169,2019,BE,IN,REALE,Gross fixed capital formation,0.38,final_demand
170,2019,BE,IN,RECRE,Final consumption expenditure by government,0.32,final_demand
171,2019,BE,IN,RECRE,Final consumption expenditure by non-profit organisations serving households (NPISH),0.02,final_demand
172,2019,BE,IN,RESEA,Gross fixed capital formation,5.29,final_demand
173,2019,BE,IN,RETAI,Final consumption expenditure by households,0.02,final_demand
174,2019,BE,IN,RUBBE,Changes in inventories,3.07,final_demand
175,2019,BE,IN,RUBBE,Final consumption expenditure by households,25.22,final_demand
176,2019,BE,IN,RUBBE,Gross fixed capital formation,3.90,final_demand
177,2019,BE,IN,SEACO,Changes in inventories,2.77,final_demand
178,2019,BE,IN,SEACO,Changes in valuables,7.92,final_demand
179,2019,BE,IN,SEACO,Gross fixed capital formation,20.26,final_demand
180,2019,BE,IN,SUGA1,Final consumption expenditure by households,0.09,final_demand
181,2019,BE,IN,SUPPO,Changes in valuables,0.11,final_demand
182,2019,BE,IN,TEXTI,Changes in inventories,0.13,final_demand
183,2019,BE,IN,TEXTI,Final consumption expenditure by households,51.23,final_demand
184,2019,BE,IN,TEXTI,Gross fixed capital formation,0.14,final_demand
185,2019,BE,IN,TOBAC,Final consumption expenditure by households,0.05,final_demand
186,2019,BE,IN,TRANS,Changes in inventories,61.49,final_demand
187,2019,BE,IN,TRANS,Gross fixed capital formation,235.05,final_demand
188,2019,BE,IN,VEGE1,Final consumption expenditure by households,1.75,final_demand
189,2019,BE,IN,VEGET,Final consumption expenditure by households,3.82,final_demand
190,2019,BE,IN,WEARI,Final consumption expenditure by households,2.18,final_demand
191,2019,BE,IN,WOODW,Final consumption expenditure by households,0.72,final_demand
192,2019,BG,IN,AIRTR,Gross fixed capital formation,0.02,final_demand
193,2019,BG,IN,BEVER,Final consumption expenditure by households,0.29,final_demand
194,2019,BG,IN,CHEM1,Final consumption expenditure by households,1.24,final_demand
195,2019,BG,IN,CROPS,Final consumption expenditure by households,0.32,final_demand
196,2019,BG,IN,EDUCA,Final consumption expenditure by households,0.01,final_demand
197,2019,BG,IN,FOOD5,Final consumption expenditure by households,4.83,final_demand
198,2019,BG,IN,HEALT,Final consumption expenditure by households,0.01,final_demand
199,2019,BG,IN,HOTEL,Final consumption expenditure by households,2.51,final_demand
200,2019,BG,IN,LEATH,Final consumption expenditure by households,0.03,final_demand
201,2019,BG,IN,MOTO1,Final consumption expenditure by households,0.01,final_demand
202,2019,BG,IN,MOTO1,Gross fixed capital formation,0.08,final_demand
203,2019,BG,IN,OFFIC,Final consumption expenditure by households,2.21,final_demand
204,2019,BG,IN,OFFIC,Gross fixed capital formation,2.44,final_demand
205,2019,BG,IN,OILSE,Changes in inventories,0.03,final_demand
206,2019,BG,IN,OILSE,Final consumption expenditure by households,0.28,final_demand
207,2019,BG,IN,PAPER,Final consumption expenditure by households,0.02,final_demand
208,2019,BG,IN,REALE,Final consumption expenditure by households,0.01,final_demand
209,2019,BG,IN,RUBBE,Changes in inventories,0.06,final_demand
210,2019,BG,IN,RUBBE,Final consumption expenditure by households,0.52,final_demand
211,2019,BG,IN,RUBBE,Gross fixed capital formation,0.08,final_demand
212,2019,BG,IN,SEACO,Changes in valuables,0.01,final_demand
213,2019,BG,IN,SEACO,Gross fixed capital formation,0.04,final_demand
214,2019,BG,IN,TEXTI,Final consumption expenditure by households,0.29,final_demand
215,2019,BG,IN,TRANS,Changes in inventories,0.07,final_demand
216,2019,BG,IN,TRANS,Gross fixed capital formation,0.28,final_demand
217,2019,BG,IN,VEGE1,Final consumption expenditure by households,0.06,final_demand
218,2019,BG,IN,VEGET,Final consumption expenditure by households,1.81,final_demand
219,2019,BG,IN,WEARI,Final consumption expenditure by households,0.54,final_demand
220,2019,BG,IN,WOODW,Final consumption expenditure by households,0.14,final_demand
221,2019,BR,IN,BEVER,Final consumption expenditure by households,0.08,final_demand
222,2019,BR,IN,CROPS,Changes in inventories,0.02,final_demand
223,2019,BR,IN,CROPS,Final consumption expenditure by households,3.03,final_demand
224,2019,BR,IN,ELECT,Final consumption expenditure by households,0.06,final_demand
225,2019,BR,IN,ELECT,Gross fixed capital formation,12.32,final_demand
226,2019,BR,IN,FABRI,Final consumption expenditure by households,0.07,final_demand
227,2019,BR,IN,FOOD5,Final consumption expenditure by households,12.28,final_demand
228,2019,BR,IN,FURNI,Final consumption expenditure by households,0.88,final_demand
229,2019,BR,IN,FURNI,Gross fixed capital formation,2.29,final_demand
230,2019,BR,IN,KEROS,Changes in inventories,2.05,final_demand
231,2019,BR,IN,LEATH,Changes in inventories,0.01,final_demand
232,2019,BR,IN,LEATH,Final consumption expenditure by households,22.16,final_demand
233,2019,BR,IN,MEATC,Final consumption expenditure by households,0.04,final_demand
234,2019,BR,IN,MEDIC,Changes in inventories,0.73,final_demand
235,2019,BR,IN,MEDIC,Final consumption expenditure by households,0.12,final_demand
236,2019,BR,IN,MEDIC,Gross fixed capital formation,16.94,final_demand
237,2019,BR,IN,MOTO1,Final consumption expenditure by households,6.98,final_demand
238,2019,BR,IN,MOTO1,Gross fixed capital formation,51.17,final_demand
239,2019,BR,IN,MOTOR,Final consumption expenditure by households,0.04,final_demand
240,2019,BR,IN,NONME,Final consumption expenditure by households,0.13,final_demand
241,2019,BR,IN,OFFIC,Final consumption expenditure by households,2.66,final_demand
242,2019,BR,IN,OFFIC,Gross fixed capital formation,2.95,final_demand
243,2019,BR,IN,PAPER,Final consumption expenditure by households,0.60,final_demand
244,2019,BR,IN,RADIO,Changes in inventories,0.08,final_demand
245,2019,BR,IN,RADIO,Final consumption expenditure by households,0.71,final_demand
246,2019,BR,IN,RUBBE,Changes in inventories,0.94,final_demand
247,2019,BR,IN,RUBBE,Final consumption expenditure by households,7.72,final_demand
248,2019,BR,IN,RUBBE,Gross fixed capital formation,1.19,final_demand
249,2019,BR,IN,SUGA1,Final consumption expenditure by households,19.88,final_demand
250,2019,BR,IN,TEXTI,Final consumption expenditure by households,3.00,final_demand
251,2019,BR,IN,TOBAC,Final consumption expenditure by households,0.01,final_demand
252,2019,BR,IN,TRANS,Changes in inventories,15.94,final_demand
253,2019,BR,IN,TRANS,Gross fixed capital formation,60.95,final_demand
254,2019,BR,IN,VEGET,Final consumption expenditure by households,73.15,final_demand
255,2019,BR,IN,WEARI,Final consumption expenditure by households,0.39,final_demand
256,2019,BR,IN,WOODW,Final consumption expenditure by households,5.17,final_demand
257,2019,CA,IN,ANIMA,Changes in inventories,0.02,final_demand
258,2019,CA,IN,ANIMA,Final consumption expenditure by households,0.04,final_demand
259,2019,CA,IN,BEVER,Final consumption expenditure by households,0.61,final_demand
260,2019,CA,IN,CHEM1,Final consumption expenditure by households,12.65,final_demand
261,2019,CA,IN,CROPS,Final consumption expenditure by households,0.01,final_demand
262,2019,CA,IN,DAIRY,Final consumption expenditure by households,0.86,final_demand
263,2019,CA,IN,ELECT,Final consumption expenditure by households,0.10,final_demand
264,2019,CA,IN,ELECT,Gross fixed capital formation,19.87,final_demand
265,2019,CA,IN,FABRI,Final consumption expenditure by households,0.17,final_demand
266,2019,CA,IN,FISH5,Final consumption expenditure by households,0.69,final_demand
267,2019,CA,IN,FOOD5,Final consumption expenditure by households,5.26,final_demand
268,2019,CA,IN,FURNI,Final consumption expenditure by households,3.69,final_demand
269,2019,CA,IN,FURNI,Gross fixed capital formation,9.56,final_demand
270,2019,CA,IN,KEROS,Changes in inventories,0.08,final_demand
271,2019,CA,IN,LEATH,Final consumption expenditure by households,2.93,final_demand
272,2019,CA,IN,MEATA,Changes in inventories,0.01,final_demand
273,2019,CA,IN,MEDIC,Changes in inventories,0.96,final_demand
274,2019,CA,IN,MEDIC,Final consumption expenditure by households,0.16,final_demand
275,2019,CA,IN,MEDIC,Gross fixed capital formation,22.47,final_demand
276,2019,CA,IN,MOTO1,Final consumption expenditure by households,0.31,final_demand
277,2019,CA,IN,MOTO1,Gross fixed capital formation,2.31,final_demand
278,2019,CA,IN,MOTOR,Final consumption expenditure by households,0.02,final_demand
279,2019,CA,IN,NONME,Final consumption expenditure by households,0.03,final_demand
280,2019,CA,IN,OFFIC,Final consumption expenditure by households,19.16,final_demand
281,2019,CA,IN,OFFIC,Gross fixed capital formation,21.23,final_demand
282,2019,CA,IN,OILSE,Changes in inventories,0.14,final_demand
283,2019,CA,IN,OILSE,Final consumption expenditure by households,1.29,final_demand
284,2019,CA,IN,PAPER,Final consumption expenditure by households,13.35,final_demand
285,2019,CA,IN,POULT,Final consumption expenditure by households,0.25,final_demand
286,2019,CA,IN,PRINT,Final consumption expenditure by government,0.07,final_demand
287,2019,CA,IN,RADIO,Changes in inventories,0.37,final_demand
288,2019,CA,IN,RADIO,Final consumption expenditure by households,3.37,final_demand
289,2019,CA,IN,RUBBE,Changes in inventories,0.65,final_demand
290,2019,CA,IN,RUBBE,Final consumption expenditure by households,5.31,final_demand
291,2019,CA,IN,RUBBE,Gross fixed capital formation,0.82,final_demand
292,2019,CA,IN,TEXTI,Final consumption expenditure by households,3.29,final_demand
293,2019,CA,IN,TRANS,Changes in inventories,27.33,final_demand
294,2019,CA,IN,TRANS,Gross fixed capital formation,104.48,final_demand
295,2019,CA,IN,VEGE1,Final consumption expenditure by households,1.34,final_demand
296,2019,CA,IN,VEGET,Final consumption expenditure by households,370.73,final_demand
297,2019,CA,IN,WEARI,Final consumption expenditure by households,16.79,final_demand
298,2019,CA,IN,WOODW,Final consumption expenditure by households,1.03,final_demand
299,2019,CH,IN,BEVER,Final consumption expenditure by households,40.78,final_demand
300,2019,CH,IN,CHEM1,Final consumption expenditure by households,171.07,final_demand
301,2019,CH,IN,DAIRY,Final consumption expenditure by households,0.09,final_demand
302,2019,CH,IN,EDUCA,Final consumption expenditure by households,0.03,final_demand
303,2019,CH,IN,FABRI,Final consumption expenditure by households,0.77,final_demand
304,2019,CH,IN,FISHF,Final consumption expenditure by households,0.19,final_demand
305,2019,CH,IN,FOOD5,Final consumption expenditure by households,15.63,final_demand
306,2019,CH,IN,FURNI,Final consumption expenditure by households,0.92,final_demand
307,2019,CH,IN,FURNI,Gross fixed capital formation,2.39,final_demand
308,2019,CH,IN,GASDI,Final consumption expenditure by households,0.02,final_demand
309,2019,CH,IN,HEALT,Final consumption expenditure by households,0.03,final_demand
310,2019,CH,IN,HOTEL,Final consumption expenditure by households,0.01,final_demand
311,2019,CH,IN,KEROS,Changes in inventories,0.36,final_demand
312,2019,CH,IN,LEATH,Final consumption expenditure by households,1.20,final_demand
313,2019,CH,IN,LIQUE,Final consumption expenditure by households,0.10,final_demand
314,2019,CH,IN,MOTO1,Final consumption expenditure by households,0.35,final_demand
315,2019,CH,IN,MOTO1,Gross fixed capital formation,2.58,final_demand
316,2019,CH,IN,MOTOR,Final consumption expenditure by households,0.03,final_demand
317,2019,CH,IN,NONME,Final consumption expenditure by households,0.14,final_demand
318,2019,CH,IN,OFFIC,Final consumption expenditure by households,9.01,final_demand
319,2019,CH,IN,OFFIC,Gross fixed capital formation,9.98,final_demand
320,2019,CH,IN,PAPER,Final consumption expenditure by households,1.46,final_demand
321,2019,CH,IN,PRINT,Final consumption expenditure by government,0.04,final_demand
322,2019,CH,IN,REALE,Final consumption expenditure by households,0.03,final_demand
323,2019,CH,IN,RESEA,Gross fixed capital formation,0.02,final_demand
324,2019,CH,IN,RETAI,Final consumption expenditure by households,0.02,final_demand
325,2019,CH,IN,RUBBE,Changes in inventories,2.48,final_demand
326,2019,CH,IN,RUBBE,Final consumption expenditure by households,20.37,final_demand
327,2019,CH,IN,RUBBE,Gross fixed capital formation,3.15,final_demand
328,2019,CH,IN,SUGA1,Final consumption expenditure by households,0.03,final_demand
329,2019,CH,IN,TEXTI,Changes in inventories,0.03,final_demand
330,2019,CH,IN,TEXTI,Final consumption expenditure by households,10.02,final_demand
331,2019,CH,IN,TEXTI,Gross fixed capital formation,0.03,final_demand
332,2019,CH,IN,TOBAC,Final consumption expenditure by households,6.99,final_demand
333,2019,CH,IN,TRANS,Changes in inventories,3.66,final_demand
334,2019,CH,IN,TRANS,Gross fixed capital formation,13.98,final_demand
335,2019,CH,IN,VEGE1,Final consumption expenditure by households,3.95,final_demand
336,2019,CH,IN,VEGET,Final consumption expenditure by households,0.28,final_demand
337,2019,CH,IN,WEARI,Final consumption expenditure by households,1.83,final_demand
338,2019,CH,IN,WOODW,Final consumption expenditure by households,0.44,final_demand
339,2019,CN,IN,ANIMA,Changes in inventories,0.21,final_demand
340,2019,CN,IN,ANIMA,Final consumption expenditure by households,0.41,final_demand
341,2019,CN,IN,BEVER,Final consumption expenditure by households,10.40,final_demand
342,2019,CN,IN,BITUM,Final consumption expenditure by households,0.14,final_demand
343,2019,CN,IN,CHEM1,Final consumption expenditure by households,3341.96,final_demand
344,2019,CN,IN,COALT,Changes in inventories,0.03,final_demand
345,2019,CN,IN,CROPS,Changes in inventories,0.04,final_demand
346,2019,CN,IN,CROPS,Final consumption expenditure by households,4.94,final_demand
347,2019,CN,IN,ELECT,Final consumption expenditure by government,0.10,final_demand
348,2019,CN,IN,ELECT,Final consumption expenditure by households,28.53,final_demand
349,2019,CN,IN,ELECT,Gross fixed capital formation,5598.45,final_demand
350,2019,CN,IN,FABRI,Final consumption expenditure by households,18.73,final_demand
351,2019,CN,IN,FISH5,Final consumption expenditure by households,1.61,final_demand
352,2019,CN,IN,FISHF,Final consumption expenditure by households,1.07,final_demand
353,2019,CN,IN,FOOD5,Final consumption expenditure by households,212.34,final_demand
354,2019,CN,IN,FURNI,Final consumption expenditure by government,0.03,final_demand
355,2019,CN,IN,FURNI,Final consumption expenditure by households,435.99,final_demand
356,2019,CN,IN,FURNI,Gross fixed capital formation,1130.87,final_demand
357,2019,CN,IN,GASDI,Final consumption expenditure by households,0.04,final_demand
358,2019,CN,IN,KEROS,Changes in inventories,27.08,final_demand
359,2019,CN,IN,LEATH,Changes in inventories,0.59,final_demand
360,2019,CN,IN,LEATH,Final consumption expenditure by households,941.01,final_demand
361,2019,CN,IN,LIQUE,Final consumption expenditure by households,0.02,final_demand
362,2019,CN,IN,MACHI,Changes in inventories,605.72,final_demand
363,2019,CN,IN,MACHI,Final consumption expenditure by households,142.52,final_demand
364,2019,CN,IN,MACHI,Gross fixed capital formation,2338.03,final_demand
365,2019,CN,IN,MEDIC,Changes in inventories,35.41,final_demand
366,2019,CN,IN,MEDIC,Final consumption expenditure by households,6.05,final_demand
367,2019,CN,IN,MEDIC,Gross fixed capital formation,827.47,final_demand
368,2019,CN,IN,MOTO1,Final consumption expenditure by households,130.61,final_demand
369,2019,CN,IN,MOTO1,Gross fixed capital formation,958.14,final_demand
370,2019,CN,IN,NONME,Final consumption expenditure by households,4.55,final_demand
371,2019,CN,IN,OFFIC,Final consumption expenditure by government,0.01,final_demand
372,2019,CN,IN,OFFIC,Final consumption expenditure by households,2001.93,final_demand
373,2019,CN,IN,OFFIC,Gross fixed capital formation,2218.23,final_demand
374,2019,CN,IN,OILSE,Changes in inventories,0.16,final_demand
375,2019,CN,IN,OILSE,Final consumption expenditure by households,1.51,final_demand
376,2019,CN,IN,PAPER,Final consumption expenditure by households,31.96,final_demand
377,2019,CN,IN,PRINT,Changes in inventories,0.04,final_demand
378,2019,CN,IN,PRINT,Final consumption expenditure by government,0.80,final_demand
379,2019,CN,IN,PRINT,Final consumption expenditure by non-profit organisations serving households (NPISH),0.01,final_demand
380,2019,CN,IN,RADIO,Changes in inventories,53.35,final_demand
